,Unnamed: 0,TIMESTAMP,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL
7176,4248,30/03/2014 12:00,25.39,218,6.6,56.9,4.67,38.9,9.1
7179,4251,30/03/2014 13:30,25.61,220,6.6,56.8,4.64,38,8.7
7182,4254,30/03/2014 15:00,25.83,255,6.59,56.9,4.63,37.8,8.7
7185,4257,30/03/2014 16:30,25.85,262,6.59,56.7,4.61,37,8.7
7188,4260,30/03/2014 18:00,25.71,260,6.59,56.3,4.59,36.1,8.4
7191,4263,30/03/2014 19:30,25.56,248,6.6,55.8,4.56,34.3,9.2
7194,4266,30/03/2014 21:00,25.49,244,6.61,55.6,4.55,31.3,9.1
7197,4269,30/03/2014 22:30,25.45,251,6.61,55.4,4.53,29.6,8.7
7200,4272,31/03/2014 0:00,25.41,221,6.6,55.2,4.52,27.9,8.8
7203,4275,31/03/2014 1:30,25.43,237,6.59,54.9,4.5,28.7,8.8
7206,4278,31/03/2014 3:00,25.47,257,6.61,54.7,4.48,28.1,9.3
7209,4281,31/03/2014 4:30,25.48,279,6.61,54.5,4.46,28,9.3
7212,4284,31/03/2014 6:00,25.48,294,6.61,54.3,4.44,27.7,9.2
7215,4287,31/03/2014 7:30,25.49,300,6.62,53.9,4.41,27.1,8.4
7218,4290,31/03/2014 9:00,25.52,291,6.62,53.4,4.37,25.3,9.1
7221,4293,31/03/2014 10:30,25.97,276,6.63,54.1,4.39,23.2,8.2
7224,4296,31/03/2014 12:00,26.02,311,6.63,52.4,4.25,24.4,9.1
7227,4299,31/03/2014 13:30,26.31,293,6.63,52.3,4.22,24,7.9
7230,4302,31/03/2014 15:00,26.58,331,6.63,52.2,4.19,24.4,8.3
7233,4305,31/03/2014 16:30,26.69,394,6.62,52,4.16,25.4,8.1
7236,4308,31/03/2014 18:00,26.63,459,6.6,51.6,4.13,25.9,8.6
7239,4311,31/03/2014 19:30,26.5,495,6.61,50.4,4.05,24.9,8.4
7242,4314,31/03/2014 21:00,26.48,517,6.6,50.3,4.04,24.7,8
7245,4317,31/03/2014 22:30,26.38,556,6.63,51.8,4.17,25.1,8.7
7248,4320,1/04/2014 0:00,26.37,560,6.65,52.3,4.21,24.8,8
7251,4323,1/04/2014 1:30,26.2,556,6.63,47.7,3.85,22.6,8
7254,4326,1/04/2014 3:00,26.09,590,6.63,47.1,3.81,22.9,8.5
7257,4329,1/04/2014 4:30,26.04,642,6.63,46.6,3.77,24.5,8.8
7260,4332,1/04/2014 6:00,25.98,690,6.62,46.2,3.74,24.7,8.3
7263,4335,1/04/2014 7:30,25.93,760,6.6,45.9,3.72,25.1,8.3
7266,4338,1/04/2014 9:00,26.06,766,6.61,46.5,3.76,22.6,8.4
7269,4341,1/04/2014 10:30,26.19,808,6.67,48.1,3.88,22.8,8.4
7272,4344,1/04/2014 12:00,26.71,782,6.69,48.3,3.86,20.8,8
7275,4347,1/04/2014 13:30,26.83,894,6.66,47.4,3.78,21.5,7.2
7278,4350,1/04/2014 15:00,26.84,987,6.68,46.7,3.73,21.4,8.1
7281,4353,1/04/2014 16:30,26.96,993,6.68,46.8,3.72,21.3,7.9
7284,4356,1/04/2014 18:00,26.9,1018,6.68,47.6,3.79,22.9,7.9
7287,4359,1/04/2014 19:30,26.79,1065,6.68,47.6,3.79,24.1,7.9
7290,4362,1/04/2014 21:00,26.72,1068,6.68,47.5,3.79,22.9,8.6
7293,4365,1/04/2014 22:30,26.42,1144,6.74,51.1,4.1,24.2,8.3
7296,4368,2/04/2014 0:00,26.55,1241,6.78,54.4,4.35,23.5,8.4
7299,4371,2/04/2014 1:30,26.48,1265,6.77,52.7,4.23,24.1,8.1
7302,4374,2/04/2014 3:00,26.3,1258,6.74,49.5,3.98,22.9,8.5
7305,4377,2/04/2014 4:30,26.19,1280,6.75,47.7,3.85,22.2,8.4
7308,4380,2/04/2014 6:00,26.08,1306,6.76,47.4,3.83,21.7,7.8
7311,4383,2/04/2014 7:30,25.99,1270,6.77,48.1,3.89,21.4,8.1
7314,4386,2/04/2014 9:00,26.04,1234,6.78,49.2,3.98,19.8,8
7317,4389,2/04/2014 10:30,26.41,1439,6.79,50,4.01,20,7.4
7320,4392,2/04/2014 12:00,26.69,1418,6.79,50.6,4.04,19.8,7.6
7323,4395,2/04/2014 13:30,27.13,1451,6.8,51.2,4.06,17.7,7.9
7326,4398,2/04/2014 15:00,27.23,1450,6.81,51.5,4.07,20.8,7.9
7329,4401,2/04/2014 16:30,27.16,1477,6.85,53.2,4.21,20.6,7.3
7332,4404,2/04/2014 18:00,27,1400,6.87,54.6,4.33,20.6,7.4
7335,4407,2/04/2014 19:30,26.87,1311,6.87,54.9,4.37,21.4,7.2
7338,4410,2/04/2014 21:00,26.77,1265,6.83,53.6,4.27,20.4,7.6
7341,4413,2/04/2014 22:30,26.51,1520,6.89,55.4,4.43,22.2,7.9
7344,4416,3/04/2014 0:00,26.61,1767,6.88,55.4,4.42,23.1,7.3
7347,4419,3/04/2014 1:30,26.52,1977,6.87,55.6,4.45,19.2,7.8
7350,4422,3/04/2014 3:00,26.44,1733,6.89,54.6,4.37,21.6,7.7
7353,4425,3/04/2014 4:30,26.26,1661,6.9,54.3,4.37,21.5,8.1
7356,4428,3/04/2014 6:00,26.08,1578,6.92,54.6,4.4,20.4,7.3
7359,4431,3/04/2014 7:30,25.98,1554,6.93,54.6,4.41,20.2,7.2
7362,4434,3/04/2014 9:00,26.03,1476,6.93,54.6,4.41,19,7.4
7365,4437,3/04/2014 10:30,26.41,1543,6.94,56,4.49,18.1,7.4
7368,4440,3/04/2014 12:00,26.8,1712,6.96,57.6,4.59,20.3,7.1
7371,4443,3/04/2014 13:30,27.29,1757,6.95,58,4.57,17.4,7.2
7374,4446,3/04/2014 15:00,27.42,1727,6.97,58.5,4.6,18.4,6.7
7377,4449,3/04/2014 16:30,27.41,1679,6.99,59.6,4.69,18.2,6.9
7380,4452,3/04/2014 18:00,27.22,1643,7,59.3,4.69,18.5,7
7383,4455,3/04/2014 19:30,27,1557,6.99,59,4.68,18.8,7.6
7386,4458,3/04/2014 21:00,26.86,1487,6.96,57.8,4.6,17.7,7.9
7389,4461,3/04/2014 22:30,26.85,1615,6.99,58.7,4.67,18.3,7.2
7392,4464,4/04/2014 0:00,26.74,1823,7.03,61.6,4.91,23.8,7
7395,4467,4/04/2014 1:30,26.65,2183,7.03,62.2,4.96,22.5,7.5
7398,4470,4/04/2014 3:00,26.59,2192,7.04,61.8,4.93,20.7,7.9
7401,4473,4/04/2014 4:30,26.42,1972,7.04,60.6,4.85,21.1,7.3
7404,4476,4/04/2014 6:00,26.26,1852,7.03,59.1,4.74,19.9,6.7
7407,4479,4/04/2014 7:30,26.11,1769,7.03,58.6,4.72,18.5,7.4
7410,4482,4/04/2014 9:00,26.14,1728,7.03,58,4.67,17,6.9
7413,4485,4/04/2014 10:30,26.56,1686,7.03,58.1,4.64,16.6,7
7416,4488,4/04/2014 12:00,27.31,1876,7.08,63.4,4.99,17.6,6.5
7419,4491,4/04/2014 13:30,27.48,1975,7.08,64.5,5.07,18.4,6.7
7422,4494,4/04/2014 15:00,28.01,1946,7.09,65.1,5.06,16.5,7.1
7425,4497,4/04/2014 16:30,27.64,1862,7.07,62.9,4.93,16.9,7.5
7428,4500,4/04/2014 18:00,27.53,1808,7.09,63.4,4.98,16.8,7
7431,4503,4/04/2014 19:30,27.37,1773,7.06,61.7,4.86,17.3,7.1
7434,4506,4/04/2014 21:00,27.23,1720,7.04,60,4.74,17.4,7.4
7437,4509,4/04/2014 22:30,27.16,1703,7.04,59.7,4.72,16.9,7.5
7440,4512,5/04/2014 0:00,26.94,1952,7.1,62.8,4.98,19.6,7.1
7443,4515,5/04/2014 1:30,27.1,2157,7.12,64.8,5.13,20.7,8.2
7446,4518,5/04/2014 3:00,26.93,2415,7.1,63.5,5.03,17.6,7.6
7449,4521,5/04/2014 4:30,26.85,2174,7.12,63.4,5.03,19,6.9
7452,4524,5/04/2014 6:00,26.65,2092,7.11,61.8,4.93,18.7,7.5
7455,4527,5/04/2014 7:30,26.51,2023,7.1,60.7,4.85,18.3,7.6
7458,4530,5/04/2014 9:00,26.45,1944,7.09,60.2,4.82,17.2,6.6
7461,4533,5/04/2014 10:30,26.67,1886,7.09,60.2,4.8,15.6,7.1
7464,4536,5/04/2014 12:00,27,1917,7.1,61.6,4.88,15.9,6.4
7467,4539,5/04/2014 13:30,28.05,2126,7.15,67.7,5.26,16.7,6.6
7470,4542,5/04/2014 15:00,28.28,2155,7.14,67.9,5.26,15.4,7.1
7473,4545,5/04/2014 16:30,28.06,2040,7.14,66.1,5.14,15.5,7.2
7476,4548,5/04/2014 18:00,27.9,1971,7.15,66.6,5.19,15.7,7.1
7479,4551,5/04/2014 19:30,27.51,1928,7.14,64.8,5.09,16.4,6.8
7482,4554,5/04/2014 21:00,27.38,1899,7.12,63.2,4.97,16.4,7.1
7485,4557,5/04/2014 22:30,27.28,1847,7.06,61.5,4.85,15.6,7.2
7488,4560,6/04/2014 0:00,27.23,2009,7.13,63.5,5.01,15.8,7.3
7491,4563,6/04/2014 1:30,27.12,2235,7.16,64.3,5.08,18.3,7.9
7494,4566,6/04/2014 3:00,27.31,2453,7.19,66.5,5.23,18.8,7.5
7497,4569,6/04/2014 4:30,27.17,2521,7.18,66,5.2,18.2,7.9
7500,4572,6/04/2014 6:00,26.95,2367,7.16,63.8,5.06,17.9,6.9
7503,4575,6/04/2014 7:30,26.71,2307,7.16,62.9,5.01,17.5,7.1
7506,4578,6/04/2014 9:00,26.65,2209,7.15,62,4.94,16.7,6.9
7509,4581,6/04/2014 10:30,26.88,2120,7.16,62.4,4.95,15.7,6.9
7512,4584,6/04/2014 12:00,27.64,2073,7.15,64.2,5.03,13.8,6.7
7515,4587,6/04/2014 13:30,28.23,2175,7.19,67.3,5.21,15.3,7.1
7518,4590,6/04/2014 15:00,29.17,2375,7.22,72.8,5.54,16,7
7521,4593,6/04/2014 16:30,29.1,2352,7.21,72.3,5.51,14.8,7.8
7524,4596,6/04/2014 18:00,28.37,2219,7.2,69.4,5.36,15.5,7.6
7527,4599,6/04/2014 19:30,28.01,2160,7.2,68.3,5.31,15.1,7.6
7530,4602,6/04/2014 21:00,27.79,2103,7.19,66.9,5.22,15.3,7.3
7533,4605,6/04/2014 22:30,27.64,2040,7.18,65.7,5.15,15.3,7.4
7536,4608,7/04/2014 0:00,27.59,2038,7.15,65.2,5.11,15.1,7.4
7539,4611,7/04/2014 1:30,27.41,2325,7.21,66.5,5.23,16.2,7.5
7542,4614,7/04/2014 3:00,27.78,2531,7.22,67.8,5.29,16.5,7.8
7545,4617,7/04/2014 4:30,27.74,2752,7.23,67.9,5.3,17.3,8.5
7548,4620,7/04/2014 6:00,27.69,2687,7.23,67.4,5.26,17.2,8.2
7551,4623,7/04/2014 7:30,27.37,2569,7.22,65.7,5.16,17.3,7.9
7554,4626,7/04/2014 9:00,27.16,2469,7.22,65.2,5.14,15.6,7.4
7557,4629,7/04/2014 10:30,27.29,2364,7.23,65.7,5.18,15.6,7
7560,4632,7/04/2014 12:00,27.54,2277,7.23,66.8,5.24,15.5,8
7563,4635,7/04/2014 13:30,28.02,2218,7.23,68.8,5.35,15.7,8.2
7566,4638,7/04/2014 15:00,28.02,2363,7.27,72,5.59,16.7,7.8
7569,4641,7/04/2014 16:30,28.32,2543,7.35,78.2,6.04,17.2,8.9
7572,4644,7/04/2014 18:00,28.18,2636,7.38,80,6.19,16.3,8.9
7575,4647,7/04/2014 19:30,27.94,2485,7.33,74.7,5.81,15.7,8.9
7578,4650,7/04/2014 21:00,27.53,2431,7.3,72.1,5.65,16.6,8.4
7581,4653,7/04/2014 22:30,27.24,2311,7.31,72,5.67,16.1,8.1
7584,4656,8/04/2014 0:00,27.07,2223,7.28,70.5,5.58,15.1,7.9
7587,4659,8/04/2014 1:30,27.01,2248,7.28,71,5.62,15.6,8.1
7590,4662,8/04/2014 3:00,26.72,2532,7.32,71.8,5.71,18,8.4
7593,4665,8/04/2014 4:30,26.8,2852,7.38,75.9,6.02,20.1,9.2
7596,4668,8/04/2014 6:00,26.56,3526,7.37,74.4,5.91,17.7,9.6
7599,4671,8/04/2014 7:30,26.48,3162,7.38,74.7,5.95,20.4,9.4
7602,4674,8/04/2014 9:00,26.48,2885,7.38,73.9,5.89,18.5,8.8
7605,4677,8/04/2014 10:30,26.58,2686,7.36,72.7,5.79,17.2,8.1
7608,4680,8/04/2014 12:00,27.01,2540,7.36,74,5.85,17.3,8.2
7611,4683,8/04/2014 13:30,27.24,2445,7.35,74.2,5.84,16.9,8.7
7614,4686,8/04/2014 15:00,27.39,2451,7.34,75.4,5.93,17.3,8.5
7617,4689,8/04/2014 16:30,27.48,2697,7.47,83.9,6.57,19,9.6
7620,4692,8/04/2014 18:00,27.37,2903,7.52,86.3,6.78,19.7,10.4
7623,4695,8/04/2014 19:30,27.2,2951,7.48,84.8,6.67,17.3,12.1
7626,4698,8/04/2014 21:00,27.15,2790,7.46,81.8,6.45,16.9,10.3
7629,4701,8/04/2014 22:30,26.88,2635,7.4,76.9,6.1,16.9,9.3
7632,4704,9/04/2014 0:00,26.63,2466,7.38,75.9,6.04,16,9.1
7635,4707,9/04/2014 1:30,26.54,2411,7.35,74,5.9,16.2,8.9
7638,4710,9/04/2014 3:00,26.51,2514,7.37,74.6,5.96,15.9,9.5
7641,4713,9/04/2014 4:30,26.3,2849,7.43,77.1,6.17,19.7,10.4
7644,4716,9/04/2014 6:00,26.26,3956,7.47,78.9,6.3,20.2,12
7647,4719,9/04/2014 7:30,26,5311,7.47,77.5,6.19,16.6,10.8
7650,4722,9/04/2014 9:00,26.19,4013,7.52,80.2,6.41,17.7,11.2
7653,4725,9/04/2014 10:30,26.36,3372,7.49,79.1,6.32,19.1,10.5
7656,4728,9/04/2014 12:00,26.64,2939,7.47,78.8,6.27,20.3,9.8
7659,4731,9/04/2014 13:30,27.12,2742,7.47,80.6,6.36,20.2,10
7662,4734,9/04/2014 15:00,27.46,2635,7.49,82.6,6.48,17.8,10.7
7665,4737,9/04/2014 16:30,27.11,2782,7.48,82.6,6.51,21.4,11
7668,4740,9/04/2014 18:00,27.12,3172,7.66,92.7,7.31,20.4,13.4
7671,4743,9/04/2014 19:30,26.8,3733,7.63,90.3,7.14,20.1,15.3
7674,4746,9/04/2014 21:00,26.78,3415,7.63,90.2,7.15,18.4,14.5
7677,4749,9/04/2014 22:30,26.8,3199,7.59,87.5,6.93,20.4,13.5
7680,4752,10/04/2014 0:00,26.58,2908,7.5,82.2,6.54,19,11.8
7683,4755,10/04/2014 1:30,26.47,2741,7.46,79.9,6.38,18.3,11.4
7686,4758,10/04/2014 3:00,26.33,2643,7.4,77.3,6.19,16.1,10.3
7689,4761,10/04/2014 4:30,26.12,2851,7.46,78.8,6.33,19,11.1
7692,4764,10/04/2014 6:00,25.85,3587,7.56,82.8,6.66,21.7,14
7695,4767,10/04/2014 7:30,25.68,6200,7.57,81.1,6.49,18.9,12.1
7698,4770,10/04/2014 9:00,25.82,5462,7.6,83.8,6.71,17.1,12.4
7701,4773,10/04/2014 10:30,26.04,4219,7.59,84.2,6.74,19.4,12.6
7704,4776,10/04/2014 12:00,26.36,3398,7.59,84.9,6.77,19.9,12.4
7707,4779,10/04/2014 13:30,26.76,3048,7.57,85.5,6.79,18.9,12.8
7710,4782,10/04/2014 15:00,26.88,2860,7.56,85.4,6.77,18.7,13
7713,4785,10/04/2014 16:30,27,2795,7.47,87.4,6.91,17.4,13.2
7716,4788,10/04/2014 18:00,26.95,3215,7.66,92.5,7.31,21,14.6
7719,4791,10/04/2014 19:30,26.9,4088,7.72,94,7.42,21.3,16.4
7722,4794,10/04/2014 21:00,26.72,5248,7.58,91.5,7.21,17,16.5
7725,4797,10/04/2014 22:30,26.76,4023,7.68,91.5,7.23,19.3,14.8
7728,4800,11/04/2014 0:00,26.64,3473,7.61,87.8,6.97,19.7,14.6
7731,4803,11/04/2014 1:30,26.5,3106,7.54,83.5,6.65,18.8,13.7
7734,4806,11/04/2014 3:00,26.38,2918,7.49,80.7,6.45,18.6,13.2
7737,4809,11/04/2014 4:30,26.33,2876,7.44,79.5,6.35,18.3,12.5
7740,4812,11/04/2014 6:00,26.17,3409,7.55,82.1,6.58,20.8,13.2
7743,4815,11/04/2014 7:30,26.21,5937,7.61,84,6.67,19.3,11.6
7746,4818,11/04/2014 9:00,26.26,8449,7.63,83.8,6.59,13.9,15.4
7749,4821,11/04/2014 10:30,26.51,5631,7.69,86.8,6.86,17.2,11.8
7752,4824,11/04/2014 12:00,26.85,4318,7.66,88.1,6.95,18.5,12.4
7755,4827,11/04/2014 13:30,27.19,3502,7.63,88.6,6.96,18.7,11.9
7758,4830,11/04/2014 15:00,27.15,3229,7.59,87.9,6.92,19,12.1
7761,4833,11/04/2014 16:30,27.42,3010,7.6,90.4,7.08,25.3,12.3
7764,4836,11/04/2014 18:00,27.25,3204,7.6,88.9,6.99,18.8,12.2
7767,4839,11/04/2014 19:30,27.4,4305,7.73,93.9,7.33,21.9,12.8
7770,4842,11/04/2014 21:00,27.12,6980,7.73,92.4,7.19,16.6,11.8
7773,4845,11/04/2014 22:30,27.15,5476,7.72,91.7,7.17,16.5,12.2
7776,4848,12/04/2014 0:00,27.07,4423,7.68,89,6.99,18.1,11.2
7779,4851,12/04/2014 1:30,26.9,3729,7.61,85.6,6.76,19.5,11.5
7782,4854,12/04/2014 3:00,26.74,3346,7.55,82.5,6.54,19.4,10.7
7785,4857,12/04/2014 4:30,26.6,3134,7.5,80.2,6.38,18.8,10.8
7788,4860,12/04/2014 6:00,26.54,3401,7.52,80.5,6.4,19.7,10.6
7791,4863,12/04/2014 7:30,26.42,4882,7.61,82.7,6.56,20.8,9.6
7794,4866,12/04/2014 9:00,26.57,9002,7.69,84.1,6.56,15.2,10.7
7797,4869,12/04/2014 10:30,26.95,7625,7.73,87.5,6.81,13.7,11.3
7800,4872,12/04/2014 12:00,27.33,5661,7.7,88.3,6.87,15.7,9
7803,4875,12/04/2014 13:30,27.68,4089,7.67,89.2,6.94,18.3,10.3
7806,4878,12/04/2014 15:00,27.91,3607,7.66,90.8,7.04,17.5,10.5
7809,4881,12/04/2014 16:30,27.7,3418,7.61,88.4,6.89,18.6,10.4
7812,4884,12/04/2014 18:00,27.66,3354,7.56,87.9,6.86,18.6,10.4
7815,4887,12/04/2014 19:30,27.58,4268,7.66,89,6.93,20.1,10.9
7818,4890,12/04/2014 21:00,27.59,7652,7.75,91.1,7.01,17.2,9.6
7821,4893,12/04/2014 22:30,27.46,9466,7.73,91.2,7,11.4,8.8
7824,4896,13/04/2014 0:00,27.48,5919,7.7,87.7,6.81,15.3,9.5
7827,4899,13/04/2014 1:30,27.31,4634,7.63,84.2,6.58,17.1,8.9
7830,4902,13/04/2014 3:00,27.25,4101,7.58,81.9,6.42,19,8.9
7833,4905,13/04/2014 4:30,27.15,3641,7.54,79.8,6.27,18.7,9.1
7836,4908,13/04/2014 6:00,27.05,3515,7.48,78.8,6.21,17.6,8.5
7839,4911,13/04/2014 7:30,26.99,4717,7.57,79.6,6.26,18.9,8.7
7842,4914,13/04/2014 9:00,27.09,9140,7.67,82.2,6.35,15.2,9.3
7845,4917,13/04/2014 10:30,27.02,12040,7.69,82.6,6.33,9.9,9.9
7848,4920,13/04/2014 12:00,27,7795,7.68,82.5,6.42,13.1,9.2
7851,4923,13/04/2014 13:30,27.02,5815,7.63,81.3,6.36,16.6,9
7854,4926,13/04/2014 15:00,26.98,4554,7.61,80.7,6.35,16.8,9.2
7857,4929,13/04/2014 16:30,26.85,3999,7.58,79.5,6.28,17.8,9.4
7860,4932,13/04/2014 18:00,26.78,3792,7.52,77.6,6.14,18.4,9
7863,4935,13/04/2014 19:30,26.42,4818,7.61,81.2,6.45,20.7,8.5
7866,4938,13/04/2014 21:00,26.52,8752,7.68,82.5,6.45,18.9,8.2
7869,4941,13/04/2014 22:30,26.28,12530,7.72,81.4,6.32,11.9,7.9
7872,4944,14/04/2014 0:00,26.22,9507,7.71,81.9,6.42,11.8,7.2
7875,4947,14/04/2014 1:30,26.15,6989,7.66,80.5,6.38,15.1,7.8
7878,4950,14/04/2014 3:00,26.02,5116,7.61,78.9,6.3,16.3,7.2
7881,4953,14/04/2014 4:30,25.95,4308,7.59,77.7,6.23,17.2,7.2
7884,4956,14/04/2014 6:00,25.88,3975,7.55,75.6,6.08,16,7.6
7887,4959,14/04/2014 7:30,25.7,5256,7.58,77.9,6.26,19.2,7.1
7890,4962,14/04/2014 9:00,25.73,9372,7.65,78.9,6.25,16.8,7.4
7893,4965,14/04/2014 10:30,25.6,15940,7.71,78.7,6.1,11.1,7.9
7896,4968,14/04/2014 12:00,25.74,11960,7.74,81.5,6.39,13.3,8.8
7899,4971,14/04/2014 13:30,25.87,8937,7.68,80.6,6.38,15.7,7.6
7902,4974,14/04/2014 15:00,25.89,5916,7.63,79.7,6.36,20.1,8.2
7905,4977,14/04/2014 16:30,25.98,4437,7.59,78,6.25,21.4,8.5
7908,4980,14/04/2014 18:00,25.96,3713,7.53,75.9,6.1,22,8.5
7911,4983,14/04/2014 19:30,25.89,3894,7.53,76.3,6.13,20.1,7.9
7914,4986,14/04/2014 21:00,25.65,5833,7.6,78.5,6.3,19.6,7.3
7917,4989,14/04/2014 22:30,25.54,9414,7.65,79.6,6.32,14.6,6.8
7920,4992,15/04/2014 0:00,25.46,8041,7.64,79.1,6.32,13.3,6.7
7923,4995,15/04/2014 1:30,25.44,5269,7.59,76.1,6.14,19.8,7.1
7926,4998,15/04/2014 3:00,25.42,3793,7.52,73.1,5.92,21.7,7.8
7929,5001,15/04/2014 4:30,25.3,3039,7.46,70.3,5.73,23.4,8.1
7932,5004,15/04/2014 6:00,25.17,2562,7.42,68.8,5.63,22.3,8.4
7935,5007,15/04/2014 7:30,25.06,2415,7.41,68,5.58,20.2,8
7938,5010,15/04/2014 9:00,25.06,3110,7.46,70.8,5.79,21.8,8.2
7941,5013,15/04/2014 10:30,25.3,4392,7.53,74.3,6.03,20.3,7.2
7944,5016,15/04/2014 12:00,25.55,3510,7.51,73.7,5.97,21,7.1
7947,5019,15/04/2014 13:30,25.56,2767,7.52,74.3,6.03,18.4,7.9
7950,5022,15/04/2014 15:00,25.55,2113,7.51,73.8,6,17,7.4
7953,5025,15/04/2014 16:30,25.6,1730,7.47,73.2,5.95,17.7,7.9
7956,5028,15/04/2014 18:00,25.33,1431,7.42,71.9,5.89,19,7.3
7959,5031,15/04/2014 19:30,25.2,1371,7.39,71.6,5.87,19,7
7962,5034,15/04/2014 21:00,25.3,1831,7.47,73.3,5.99,20.1,7.9
7965,5037,15/04/2014 22:30,25.45,2781,7.54,75.6,6.15,20.9,7.9
7968,5040,16/04/2014 0:00,25.4,3020,7.55,75.4,6.13,20,8.5
7971,5043,16/04/2014 1:30,25.07,1959,7.48,71.8,5.89,21.5,7.1
7974,5046,16/04/2014 3:00,24.53,1379,7.41,71.6,5.95,20.3,6.6
7977,5049,16/04/2014 4:30,24.25,1146,7.38,69.1,5.77,23.3,7.7
7980,5052,16/04/2014 6:00,24.03,1002,7.32,66.9,5.62,24.9,8.7
7983,5055,16/04/2014 7:30,23.84,909,7.27,65.2,5.49,24.1,8.6
7986,5058,16/04/2014 9:00,24.12,1086,7.33,67.9,5.68,22.5,8.1
7989,5061,16/04/2014 10:30,24.49,1378,7.41,71.1,5.91,21.5,6.6
7992,5064,16/04/2014 12:00,25.47,1535,7.45,73.1,5.96,19.5,7.5
7995,5069,16/04/2014 13:30,24.96,1138,7.33,69,5.69,23,7.8
7998,5072,16/04/2014 15:00,24.74,875,7.27,68.8,5.7,22.4,7.8
8001,5075,16/04/2014 16:30,24.73,841,7.23,68.1,5.64,23.3,8.2
8004,5078,16/04/2014 18:00,24.7,877,7.2,67.1,5.56,23.9,8.3
8007,5081,16/04/2014 19:30,24.68,954,7.19,65,5.39,24.2,9.1
8010,5084,16/04/2014 21:00,24.56,959,7.22,67.3,5.6,23.4,8.7
8013,5087,16/04/2014 22:30,24.79,1106,7.3,69.5,5.75,24.7,8.2
8016,5090,17/04/2014 0:00,24.95,1963,7.4,71.3,5.87,23.8,8.1
8019,5093,17/04/2014 1:30,24.72,1408,7.34,69.4,5.74,24.4,8.4
8022,5096,17/04/2014 3:00,24.42,1092,7.27,67.2,5.6,24.1,9.1
8025,5099,17/04/2014 4:30,24.15,923,7.21,65.4,5.48,23.1,8.7
8028,5102,17/04/2014 6:00,23.94,855,7.19,64.6,5.43,22.3,8.9
8031,5105,17/04/2014 7:30,23.89,867,7.18,63.2,5.32,22.5,8.7
8034,5108,17/04/2014 9:00,24.05,892,7.19,63.3,5.31,21.5,8.6
8037,5111,17/04/2014 10:30,24.35,1013,7.24,66.7,5.56,23.4,8.6
8040,5114,17/04/2014 12:00,25.04,1206,7.29,68.9,5.67,22.9,8.5
8043,5117,17/04/2014 13:30,25.22,1057,7.24,67.9,5.57,22.3,8.8
8046,5120,17/04/2014 15:00,25.04,980,7.22,66.7,5.5,22.7,8.1
8049,5123,17/04/2014 16:30,24.89,893,7.2,65.8,5.44,21.8,8.6
8052,5126,17/04/2014 18:00,24.8,896,7.19,65.1,5.39,22.2,8.8
8055,5129,17/04/2014 19:30,24.78,945,7.18,63.6,5.27,23.3,8.9
8058,5132,17/04/2014 21:00,24.73,956,7.19,63.7,5.28,22.7,9.8
8061,5135,17/04/2014 22:30,24.71,1016,7.23,66.5,5.51,23.4,9.5
8064,5138,18/04/2014 0:00,24.87,1533,7.3,68.5,5.65,26.2,8.7
8067,5141,18/04/2014 1:30,24.83,1868,7.33,68.8,5.67,25.4,9.1
8070,5144,18/04/2014 3:00,24.64,1273,7.27,66.6,5.52,24.7,9.3
8073,5147,18/04/2014 4:30,24.35,1079,7.23,64.6,5.39,23.8,8.7
8076,5150,18/04/2014 6:00,24.18,1012,7.21,63.1,5.28,22.8,9.3
8079,5153,18/04/2014 7:30,24.06,984,7.21,62.3,5.23,22.6,9
8082,5156,18/04/2014 9:00,24.1,937,7.2,60.6,5.08,20.6,9
8085,5159,18/04/2014 10:30,24.61,1039,7.22,65.1,5.4,21.5,8.4
8088,5162,18/04/2014 12:00,24.9,1182,7.26,66.9,5.52,23.2,8.8
8091,5165,18/04/2014 13:30,25.45,1249,7.27,68.3,5.58,22.7,9.3
8094,5168,18/04/2014 15:00,25.35,1132,7.24,66.7,5.46,22.1,9.7
8097,5171,18/04/2014 16:30,25.49,1034,7.22,66.2,5.41,21.7,8.8
8100,5174,18/04/2014 18:00,25.34,1008,7.21,65.2,5.34,21.6,9.1
8103,5177,18/04/2014 19:30,25.17,1023,7.2,64.1,5.26,22.8,9.3
8106,5180,18/04/2014 21:00,25.08,1003,7.2,62.9,5.18,22.6,9.2
8109,5183,18/04/2014 22:30,24.9,1069,7.23,65,5.37,22.1,8.8
8112,5186,19/04/2014 0:00,25.11,1383,7.28,67.8,5.57,25.8,9.4
8115,5189,19/04/2014 1:30,25.04,2220,7.33,68.5,5.62,26.4,9.3
8118,5192,19/04/2014 3:00,24.94,1679,7.31,67.3,5.54,25.3,9.8
8121,5195,19/04/2014 4:30,24.68,1305,7.27,65.6,5.44,23.9,9.1
8124,5198,19/04/2014 6:00,24.42,1168,7.24,63.9,5.32,22.9,9.6
8127,5201,19/04/2014 7:30,24.26,1121,7.23,62.9,5.25,23,9.1
8130,5204,19/04/2014 9:00,24.24,1095,7.22,62.4,5.22,22.6,9
8133,5207,19/04/2014 10:30,24.74,1129,7.24,63.2,5.23,22.5,9.5
8136,5210,19/04/2014 12:00,25.2,1205,7.28,68.2,5.59,21.9,8.6
