,Unnamed: 0,TIMESTAMP,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL
8139,5213,19/04/2014 13:30,25.51,1345,7.3,69,5.63,22.9,9.3
8142,5216,19/04/2014 15:00,25.78,1245,7.27,69,5.6,21.8,8.8
8145,5219,19/04/2014 16:30,25.68,1219,7.25,67.9,5.52,22.2,9.1
8148,5222,19/04/2014 18:00,25.46,1119,7.25,67.6,5.52,21.1,9.3
8151,5225,19/04/2014 19:30,25.25,1112,7.24,65.8,5.4,21.9,9
8154,5228,19/04/2014 21:00,25.09,1109,7.22,64.5,5.3,24.2,9.1
8157,5231,19/04/2014 22:30,25.09,1129,7.23,64.8,5.33,22.7,9.4
8160,5234,20/04/2014 0:00,24.95,1299,7.28,67,5.52,23.6,9.3
8163,5237,20/04/2014 1:30,24.98,1940,7.33,68.3,5.62,26.4,9.5
8166,5240,20/04/2014 3:00,24.85,2582,7.36,68.2,5.61,25.6,9.7
8169,5243,20/04/2014 4:30,24.71,1668,7.32,66.9,5.53,25,9.5
8172,5246,20/04/2014 6:00,24.43,1402,7.29,65.7,5.47,23.7,9
8175,5249,20/04/2014 7:30,24.19,1280,7.26,64.6,5.4,22.9,9
8178,5252,20/04/2014 9:00,24.18,1232,7.25,64.2,5.37,22.3,9
8181,5255,20/04/2014 10:30,24.35,1175,7.25,64.8,5.4,21.7,9
8184,5258,20/04/2014 12:00,25.08,1206,7.27,66.7,5.48,21.2,9.4
8187,5261,20/04/2014 13:30,25.64,1364,7.3,71,5.78,21.8,8.4
8190,5264,20/04/2014 15:00,25.99,1447,7.33,72.1,5.83,22,9.9
8193,5267,20/04/2014 16:30,25.57,1335,7.29,70.5,5.75,21.4,8.9
8196,5270,20/04/2014 18:00,25.55,1269,7.3,71.1,5.8,21.1,9.1
8199,5273,20/04/2014 19:30,25.28,1208,7.28,69.4,5.69,21.1,9
8202,5276,20/04/2014 21:00,25.15,1183,7.26,67.6,5.56,22.1,8.7
8205,5279,20/04/2014 22:30,25.04,1172,7.25,64.4,5.3,21.4,8.7
8208,5282,21/04/2014 0:00,24.78,1316,7.28,68.5,5.67,21.4,9.7
8211,5285,21/04/2014 1:30,25.01,1560,7.33,69.4,5.71,24.1,9.2
8214,5288,21/04/2014 3:00,24.82,2546,7.37,69.7,5.73,25.6,10.3
8217,5291,21/04/2014 4:30,24.76,2329,7.37,69.4,5.72,24.3,9.7
8220,5294,21/04/2014 6:00,24.63,1744,7.34,68.5,5.67,23.8,9.9
8223,5297,21/04/2014 7:30,24.37,1504,7.32,67.6,5.63,22.7,9.3
8226,5300,21/04/2014 9:00,24.28,1391,7.3,66.9,5.58,22.1,8.8
8229,5303,21/04/2014 10:30,24.52,1328,7.29,67.5,5.61,21.6,8.3
8232,5306,21/04/2014 12:00,25.31,1281,7.29,69.9,5.72,20.8,8.7
8235,5309,21/04/2014 13:30,25.58,1347,7.33,72.3,5.89,20.9,8.9
8238,5312,21/04/2014 15:00,26.19,1539,7.39,77.4,6.23,21.4,9.2
8241,5315,21/04/2014 16:30,26.28,1569,7.4,78.1,6.27,21.3,9
8244,5318,21/04/2014 18:00,25.58,1429,7.34,73.2,5.96,21.3,9.1
8247,5321,21/04/2014 19:30,25.47,1342,7.35,74.3,6.06,20.6,8.7
8250,5324,21/04/2014 21:00,25.25,1308,7.32,71.7,5.88,21.1,8.8
8253,5327,21/04/2014 22:30,25.13,1285,7.31,70.2,5.77,22.1,9.3
8256,5330,22/04/2014 0:00,25.04,1277,7.3,69.1,5.69,21.5,9.3
8259,5333,22/04/2014 1:30,24.65,1477,7.34,71.4,5.92,21.3,8.8
8262,5336,22/04/2014 3:00,25.05,1915,7.39,73,6,23.7,10.2
8265,5339,22/04/2014 4:30,24.76,3016,7.42,71.6,5.89,24.3,9.3
8268,5342,22/04/2014 6:00,24.67,2254,7.42,71.9,5.94,22.7,9.8
8271,5345,22/04/2014 7:30,24.65,1967,7.39,71.2,5.89,23.3,8.6
8274,5348,22/04/2014 9:00,24.46,1666,7.36,70.5,5.85,22.1,8.6
8277,5351,22/04/2014 10:30,24.56,1533,7.35,70.6,5.86,21.4,9.3
8280,5354,22/04/2014 12:00,24.86,1454,7.35,71.4,5.89,21.5,9
8283,5357,22/04/2014 13:30,25.26,1420,7.37,73.5,6.02,20.7,9.6
8286,5360,22/04/2014 15:00,25.57,1568,7.4,77.3,6.29,21.3,9.5
8289,5363,22/04/2014 16:30,26.05,1807,7.46,81,6.53,22.1,10
8292,5366,22/04/2014 18:00,25.99,1832,7.46,80.3,6.48,21.8,9.4
8295,5369,22/04/2014 19:30,25.5,1631,7.41,76.9,6.27,21.3,9.7
8298,5372,22/04/2014 21:00,25.27,1534,7.39,75.5,6.18,21.1,9.4
8301,5375,22/04/2014 22:30,25.16,1464,7.38,74.6,6.12,20.8,9.2
8304,5378,23/04/2014 0:00,25.07,1426,7.36,72.6,5.97,22.2,9.6
8307,5381,23/04/2014 1:30,25.02,1421,7.36,72.8,5.99,20.6,9.1
8310,5384,23/04/2014 3:00,24.8,1660,7.39,73.7,6.09,21.9,8.7
8313,5387,23/04/2014 4:30,25.09,2313,7.44,75.1,6.15,23.8,9.6
8316,5390,23/04/2014 6:00,24.83,4092,7.47,72.8,5.96,21.6,9.3
8319,5393,23/04/2014 7:30,24.84,2935,7.46,73.5,6.04,22.4,8.6
8322,5396,23/04/2014 9:00,24.83,2370,7.44,73.4,6.04,22.9,8.6
8325,5399,23/04/2014 10:30,24.8,1893,7.41,73.3,6.05,22.1,9
8328,5402,23/04/2014 12:00,24.93,1726,7.4,73.8,6.08,21.8,8.4
8331,5405,23/04/2014 13:30,25,1623,7.39,74,6.09,21.7,9.4
8334,5408,23/04/2014 15:00,25.29,1594,7.41,75.6,6.19,21.5,9.8
8337,5411,23/04/2014 16:30,25.35,1837,7.46,79,6.46,22.1,9.4
8340,5414,23/04/2014 18:00,25.32,2230,7.48,77.9,6.36,22.7,9.7
8343,5417,23/04/2014 19:30,25.24,2055,7.48,77.6,6.35,21.9,9.7
8346,5420,23/04/2014 21:00,25.2,1961,7.45,76.5,6.26,21.9,9.6
8349,5423,23/04/2014 22:30,25.01,1777,7.42,74.6,6.13,21.5,8.9
8352,5426,24/04/2014 0:00,24.9,1659,7.41,73.9,6.09,20.9,8.9
8355,5429,24/04/2014 1:30,24.8,1591,7.39,72.9,6.02,20.5,9.2
8358,5432,24/04/2014 3:00,24.77,1612,7.39,72.8,6.01,20.6,9
8361,5435,24/04/2014 4:30,24.66,1989,7.43,73.4,6.07,22.6,8.5
8364,5438,24/04/2014 6:00,24.79,4040,7.47,72.8,5.96,23.1,8.7
8367,5441,24/04/2014 7:30,24.7,6680,7.49,70.2,5.71,19.8,8.8
8370,5444,24/04/2014 9:00,24.67,4065,7.49,72.4,5.95,20.4,9.1
8373,5447,24/04/2014 10:30,24.71,2850,7.47,73.2,6.03,21.2,9.3
8376,5450,24/04/2014 12:00,24.94,2220,7.46,74.2,6.1,21.7,8.7
8379,5453,24/04/2014 13:30,25.12,1988,7.45,75,6.15,21.7,8.6
8382,5456,24/04/2014 15:00,25.5,1825,7.44,76.6,6.24,21.1,8.7
8385,5459,24/04/2014 16:30,25.37,1895,7.44,76.7,6.26,21.2,9
8388,5462,24/04/2014 18:00,25.53,2796,7.52,79.4,6.44,22.8,8.6
8391,5465,24/04/2014 19:30,25.37,5053,7.53,77.1,6.23,21.2,8.7
8394,5468,24/04/2014 21:00,25.27,3738,7.53,77.7,6.32,20.4,8.3
8397,5471,24/04/2014 22:30,25.22,2784,7.51,77.3,6.31,21,9.5
8400,5474,25/04/2014 0:00,25.11,2365,7.48,75.9,6.22,21,8.1
8403,5477,25/04/2014 1:30,25,2083,7.45,74.7,6.14,21.3,8.3
8406,5480,25/04/2014 3:00,24.86,1904,7.43,73.7,6.07,20.6,8.7
8409,5483,25/04/2014 4:30,24.86,2054,7.44,73.9,6.08,21,8.6
8412,5486,25/04/2014 6:00,24.69,3477,7.48,74.3,6.11,22.9,8.6
8415,5489,25/04/2014 7:30,24.72,8397,7.53,72.4,5.86,19.3,7.8
8418,5492,25/04/2014 9:00,24.85,8325,7.58,73.5,5.93,16.1,8.6
8421,5495,25/04/2014 10:30,25.05,5914,7.55,75.3,6.1,18.3,7.8
8424,5498,25/04/2014 12:00,25.16,3777,7.52,75.8,6.18,20.8,8.3
8427,5501,25/04/2014 13:30,25.5,2797,7.5,77,6.26,21,8.7
8430,5504,25/04/2014 15:00,25.81,2297,7.5,79.6,6.44,20.4,9.2
8433,5507,25/04/2014 16:30,25.82,2183,7.5,80,6.47,20.9,8
8436,5510,25/04/2014 18:00,25.61,3187,7.56,81.6,6.6,24,8.2
8439,5513,25/04/2014 19:30,25.62,6114,7.58,80.7,6.47,21.5,7.8
8442,5516,25/04/2014 21:00,25.61,9511,7.62,79.6,6.31,16.5,7.5
8445,5519,25/04/2014 22:30,25.49,5628,7.59,79.6,6.41,18.6,7.4
8448,5522,26/04/2014 0:00,25.37,4220,7.55,78.7,6.38,20.2,8.2
8451,5525,26/04/2014 1:30,25.23,3092,7.52,77.3,6.3,20.4,7.9
8454,5528,26/04/2014 3:00,25.17,2634,7.49,76,6.21,21,8.4
8457,5531,26/04/2014 4:30,25.08,2379,7.45,74,6.07,20.5,8.5
8460,5534,26/04/2014 6:00,24.86,3322,7.5,75.6,6.2,21.4,8.1
8463,5537,26/04/2014 7:30,24.95,7221,7.54,75.9,6.14,19.6,8
8466,5540,26/04/2014 9:00,25.12,12230,7.61,76.1,6.03,12.9,7.9
8469,5543,26/04/2014 10:30,25.28,8713,7.62,78.4,6.27,14.6,7.2
8472,5546,26/04/2014 12:00,25.48,5937,7.59,79.4,6.39,17.9,7.5
8475,5549,26/04/2014 13:30,25.79,3916,7.56,80.3,6.47,20,7.9
8478,5552,26/04/2014 15:00,26.04,3014,7.56,81.7,6.56,19.6,8.4
8481,5555,26/04/2014 16:30,26.09,2593,7.55,82.4,6.62,20.3,8.9
8484,5558,26/04/2014 18:00,25.96,2872,7.54,81.2,6.54,20,8.9
8487,5561,26/04/2014 19:30,25.97,5413,7.63,84.7,6.77,21.7,8.5
8490,5564,26/04/2014 21:00,25.98,11840,7.69,84,6.56,18.5,6.9
8493,5567,26/04/2014 22:30,25.92,11150,7.69,83.4,6.54,12.5,7
8496,5570,27/04/2014 0:00,25.76,7736,7.64,82.4,6.55,15.6,7.9
8499,5573,27/04/2014 1:30,25.55,5161,7.59,80.4,6.47,19,7.5
8502,5576,27/04/2014 3:00,25.25,3708,7.55,78.1,6.35,18.6,8.9
8505,5579,27/04/2014 4:30,25.13,3115,7.52,76.4,6.24,20.1,7.7
8508,5582,27/04/2014 6:00,25.1,3123,7.51,75.8,6.2,20.4,8.8
8511,5585,27/04/2014 7:30,24.94,5442,7.55,77.2,6.28,19.7,8.5
8514,5588,27/04/2014 9:00,25.27,11140,7.63,78.5,6.23,16.3,7.4
8517,5591,27/04/2014 10:30,25.46,10970,7.67,80.8,6.39,11.3,8.4
8520,5594,27/04/2014 12:00,25.6,8115,7.65,82.3,6.56,14.4,8
8523,5597,27/04/2014 13:30,25.86,5408,7.63,83.4,6.67,17.6,8.6
8526,5600,27/04/2014 15:00,26.12,4099,7.62,84.6,6.76,18.4,8.9
8529,5603,27/04/2014 16:30,26.08,3212,7.6,84.3,6.76,18.8,9.3
8532,5606,27/04/2014 18:00,25.87,2899,7.57,81.7,6.59,18.8,8.7
8535,5609,27/04/2014 19:30,25.75,4494,7.62,83.8,6.74,20.5,9.5
8538,5612,27/04/2014 21:00,25.93,10460,7.69,85.9,6.75,19.2,7.5
8541,5615,27/04/2014 22:30,25.81,16520,7.73,84,6.48,11.4,6.6
8544,5618,28/04/2014 0:00,25.7,10990,7.71,84.4,6.65,11.8,7
8547,5621,28/04/2014 1:30,25.55,7835,7.65,82.7,6.6,15.2,7.6
8550,5624,28/04/2014 3:00,25.35,5515,7.6,80.2,6.47,18.1,8.1
8553,5627,28/04/2014 4:30,25.15,4069,7.56,77.7,6.33,18.2,7.9
8556,5630,28/04/2014 6:00,25.05,3644,7.53,76.1,6.22,19.7,8.2
8559,5633,28/04/2014 7:30,25.05,4500,7.54,77.1,6.28,19,8.5
8562,5636,28/04/2014 9:00,25.06,8799,7.61,79.5,6.38,17,8.2
8565,5639,28/04/2014 10:30,25.33,13010,7.69,81.6,6.42,11.8,6.1
8568,5642,28/04/2014 12:00,25.59,10120,7.72,85.3,6.75,12,8.6
8571,5645,28/04/2014 13:30,25.72,7247,7.69,85.7,6.83,14.7,8.3
8574,5648,28/04/2014 15:00,25.77,5175,7.66,85.5,6.86,16.9,8.9
8577,5651,28/04/2014 16:30,25.66,3930,7.62,83.4,6.73,17.4,8.8
8580,5654,28/04/2014 18:00,25.33,3437,7.58,81.5,6.63,18.7,8.4
8583,5657,28/04/2014 19:30,25.37,4100,7.59,81.8,6.63,18.1,8.7
8586,5660,28/04/2014 21:00,25.29,8405,7.69,85.5,6.85,19.6,8.2
8589,5663,28/04/2014 22:30,25.23,17170,7.75,84.6,6.58,16.6,6.2
8592,5666,29/04/2014 0:00,25.03,15860,7.76,84.4,6.61,9.4,5.9
8595,5669,29/04/2014 1:30,25.02,12230,7.73,83.8,6.65,11.2,6.4
8598,5672,29/04/2014 3:00,24.83,8341,7.67,81.7,6.59,15.8,8
8601,5675,29/04/2014 4:30,24.57,5857,7.61,79,6.46,17,8.2
8604,5678,29/04/2014 6:00,24.4,4659,7.57,76.9,6.34,17.5,8.2
8607,5681,29/04/2014 7:30,24.34,4590,7.56,76.3,6.29,17.5,8.9
8610,5684,29/04/2014 9:00,24.29,7626,7.63,79.6,6.51,16.7,7.6
8613,5687,29/04/2014 10:30,24.66,13900,7.71,82.2,6.53,13.1,6.5
8616,5690,29/04/2014 12:00,24.9,13070,7.74,84.2,6.68,10.4,7
8619,5693,29/04/2014 13:30,24.87,9815,7.72,84.8,6.81,12,8.1
8622,5696,29/04/2014 15:00,24.93,6965,7.68,83.8,6.79,15.6,8.5
8625,5699,29/04/2014 16:30,25.04,5251,7.66,83.8,6.81,16.1,8.9
8628,5702,29/04/2014 18:00,24.82,4141,7.63,81.7,6.69,16.8,8.9
8631,5705,29/04/2014 19:30,24.64,4124,7.6,80.7,6.63,16.9,8.7
8634,5708,29/04/2014 21:00,24.57,7499,7.66,82.5,6.72,17.4,7.8
8637,5711,29/04/2014 22:30,24.64,16570,7.73,83.8,6.6,18.5,6.4
8640,5714,30/04/2014 0:00,24.52,23690,7.77,82.5,6.34,10.8,4.8
8643,5717,30/04/2014 1:30,24.47,16870,7.75,82.4,6.5,9.8,5.7
8646,5720,30/04/2014 3:00,24.39,12570,7.7,81,6.5,12.3,6
8649,5723,30/04/2014 4:30,24.23,8822,7.65,79.2,6.46,15.5,7.7
8652,5726,30/04/2014 6:00,23.98,6371,7.61,77,6.35,15.3,8.1
8655,5729,30/04/2014 7:30,23.97,5338,7.57,75.5,6.26,17,7.8
8658,5732,30/04/2014 9:00,24.06,6964,7.6,77.5,6.38,15.8,7
8661,5735,30/04/2014 10:30,24.37,11900,7.68,81.2,6.53,13.9,6.6
8664,5738,30/04/2014 12:00,24.72,16340,7.73,82.9,6.52,10.2,5.7
8667,5741,30/04/2014 13:30,24.92,11170,7.73,85.2,6.8,11,7.3
8670,5744,30/04/2014 15:00,25.2,8585,7.72,86.8,6.95,13.3,7.9
8673,5747,30/04/2014 16:30,25.34,6291,7.7,87.2,7.02,15.3,8.6
8676,5750,30/04/2014 18:00,25.15,5010,7.67,85,6.9,15.9,8.6
8679,5753,30/04/2014 19:30,24.9,4251,7.62,82.5,6.74,14.9,9.1
8682,5756,30/04/2014 21:00,24.86,6769,7.64,82.3,6.67,16.6,8.6
8685,5759,30/04/2014 22:30,24.89,13640,7.71,84.8,6.71,17.2,6.6
