,Unnamed: 0,TIMESTAMP,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL
1304,6167,28/11/2013 4:00,28.71,40950,7.94,92.1,6.16,9,5.9
1308,6171,28/11/2013 6:00,27.88,44590,8.04,93.4,6.24,12,6.7
1312,6175,28/11/2013 8:00,27.74,46130,8.04,95.5,6.36,11.4,6
1316,6179,28/11/2013 10:00,28.21,43950,8.04,96.3,6.42,9.2,5.7
1320,6183,28/11/2013 12:00,28.8,39080,8.03,100.8,6.78,9.4,6.3
1324,6187,28/11/2013 14:00,29.91,41310,8.04,111.3,7.29,10.5,5.8
1328,6191,28/11/2013 16:00,29.96,37250,8.06,113.5,7.55,8.1,4.3
1332,6195,28/11/2013 18:00,29.47,40700,8.12,114.9,7.6,13.1,6.7
1336,6199,28/11/2013 20:00,29,41260,8.09,110.2,7.33,14.8,7.3
1340,6203,28/11/2013 22:00,29.11,36720,8.09,107.2,7.24,9.4,5.3
1344,6207,29/11/2013 0:00,28.96,38870,8.04,98.8,6.63,9.3,5.8
1348,6211,29/11/2013 2:00,28.71,39280,7.98,92.4,6.22,9.9,6
1352,6215,29/11/2013 4:00,28.56,34830,7.92,85.7,5.88,12.7,5.1
1356,6219,29/11/2013 6:00,27.92,41570,8.01,89.3,6.04,11.6,5.9
1360,6223,29/11/2013 8:00,27.99,42580,8.08,96.1,6.46,14.1,6.3
1364,6227,29/11/2013 10:00,28.43,40640,8.08,99.2,6.68,9.7,5.3
1368,6231,29/11/2013 12:00,29.1,43670,8.06,103.1,6.78,10.5,4.8
1372,6235,29/11/2013 14:00,29.86,38630,8.05,108.6,7.2,10.3,5.2
1376,6239,29/11/2013 16:00,30.14,40800,8.03,109.7,7.18,12.1,5.2
1380,6243,29/11/2013 18:00,29.95,33950,8.1,113.8,7.66,12.3,6.1
1384,6247,29/11/2013 20:00,29.21,41330,8.12,110.4,7.31,15.3,7.3
1388,6251,29/11/2013 22:00,29.15,43260,8.11,106.6,7.01,9.4,5.7
1392,6255,30/11/2013 0:00,29.21,37700,8.05,100.3,6.74,11.3,5.1
1396,6259,30/11/2013 2:00,29,40070,7.99,91.7,6.13,10.2,5.3
1400,6263,30/11/2013 4:00,28.89,37730,7.95,86.8,5.86,9.9,5.5
1404,6267,30/11/2013 6:00,28.7,33170,7.98,87.4,6.03,12.2,5.6
1408,6271,30/11/2013 8:00,28.47,34070,8.07,94.8,6.54,17,7.3
1412,6275,30/11/2013 10:00,28.4,44300,8.08,95.8,6.36,10.5,6.7
1416,6279,30/11/2013 12:00,29.09,42840,8.07,99.5,6.57,11.5,5.6
1420,6283,30/11/2013 14:00,29.58,42010,8.04,102.3,6.72,10.3,6.5
1424,6287,30/11/2013 16:00,29.76,43770,8.02,103.7,6.75,11.3,6.4
1428,6291,30/11/2013 18:00,29.12,37720,8.04,99.3,6.69,9.9,6.2
1432,6295,30/11/2013 20:00,28.62,38600,8.09,101,6.83,17.2,7.6
1436,6299,30/11/2013 22:00,28.29,44150,8.08,98.7,6.56,11.3,6.1
1440,6303,1/12/2013 0:00,28.21,42820,8.03,92.4,6.18,11.3,6.4
1444,6307,1/12/2013 2:00,28.14,38950,7.97,85.7,5.83,10.8,4.7
1448,6311,1/12/2013 4:00,27.92,36410,7.92,81.3,5.61,9.9,5.1
1452,6315,1/12/2013 6:00,27.72,37890,7.91,80.1,5.51,8.5,5.1
1456,6319,1/12/2013 8:00,27.33,46050,8.04,89.3,5.99,19.2,7.3
1460,6323,1/12/2013 10:00,27.31,49790,8.07,93.8,6.2,16.3,7.5
1464,6327,1/12/2013 12:00,27.82,47680,8.08,98.1,6.48,11.9,6.9
1468,6331,1/12/2013 14:00,28.37,39550,8.08,102.7,6.95,12,5.5
1472,6335,1/12/2013 16:00,28.63,44710,8.06,105.9,6.99,10.9,6.4
1476,6339,1/12/2013 18:00,28.35,44130,8.03,101.8,6.77,13.2,5.7
1480,6343,1/12/2013 20:00,27.56,38250,8.1,104,7.17,16.6,7.5
1484,6347,1/12/2013 22:00,27.19,48380,8.1,100.8,6.71,20.9,7.5
1488,6351,2/12/2013 0:00,27.15,36880,8.08,98.2,6.85,12,6.6
1492,6355,2/12/2013 2:00,27.08,35960,8.03,91.7,6.43,11.1,5.7
1496,6359,2/12/2013 4:00,27.08,35380,7.96,86.7,6.09,10.4,5.6
1500,6363,2/12/2013 6:00,26.9,39590,7.92,78.5,5.44,17.4,4.4
1504,6367,2/12/2013 8:00,26.35,39470,8.02,89.7,6.28,15,5.5
1508,6371,2/12/2013 10:00,26.29,34470,8.08,94.3,6.74,19.6,6.8
1512,6375,2/12/2013 12:00,26.9,51150,8.1,99.2,6.56,12.6,5.6
1516,6379,2/12/2013 14:00,27.67,49160,8.09,103.1,6.79,13.8,5.7
1520,6383,2/12/2013 16:00,28.15,46250,8.06,106.1,7.01,11.6,6.4
1524,6387,2/12/2013 18:00,28.11,44320,8.03,103.8,6.92,12.1,6.2
1528,6391,2/12/2013 20:00,27.27,39200,8.04,98.9,6.82,14.4,5.5
1532,6395,2/12/2013 22:00,27.06,41980,8.09,101.4,6.94,17.7,7.7
1536,6399,3/12/2013 0:00,26.88,41210,8.08,97.9,6.75,11.8,5.8
1540,6403,3/12/2013 2:00,26.77,40750,8.02,91.4,6.32,9.9,5.8
1544,6407,3/12/2013 4:00,26.81,38340,7.96,86.8,6.06,9.9,5.3
1548,6411,3/12/2013 6:00,26.63,41410,7.92,83.5,5.77,11.1,3.7
1552,6415,3/12/2013 8:00,26.52,37720,7.96,85.9,6.03,11.2,4
1556,6419,3/12/2013 10:00,26.33,46460,8.06,93,6.33,20.1,5.5
1560,6423,3/12/2013 12:00,26.25,52420,8.09,95.9,6.38,13.9,5
1564,6427,3/12/2013 14:00,27.34,50360,8.08,101,6.65,13,5.8
1568,6431,3/12/2013 16:00,28.05,47550,8.06,104.1,6.86,11.4,5.3
1572,6435,3/12/2013 18:00,28.03,39920,8.01,101.3,6.88,11.4,5.5
1576,6439,3/12/2013 20:00,27.77,39300,7.98,94.9,6.49,17,4.8
1580,6443,3/12/2013 22:00,27.31,41210,8.04,97.3,6.65,15.1,5.5
1584,6447,4/12/2013 0:00,27.1,41040,8.05,96.6,6.64,9,4.4
1588,6451,4/12/2013 2:00,27,41270,7.99,90.2,6.2,9.3,5
1592,6455,4/12/2013 4:00,26.93,39060,7.93,84.8,5.89,8,3.9
1596,6459,4/12/2013 6:00,26.69,42460,7.9,81.9,5.63,9.3,4.6
1600,6463,4/12/2013 8:00,26.81,42130,7.89,80.7,5.54,10.7,3.7
1604,6467,4/12/2013 10:00,26.93,38970,8.01,91.5,6.35,19.5,5.2
1608,6471,4/12/2013 12:00,27,52220,8.06,96.1,6.32,11.9,3.9
1612,6475,4/12/2013 14:00,27.58,44800,8.06,100.4,6.74,11.4,4.4
1616,6479,4/12/2013 16:00,28.18,49030,8.05,103.3,6.75,12.3,5.2
1620,6483,4/12/2013 18:00,28.29,45460,8.01,102,6.75,10.3,5.1
1624,6487,4/12/2013 20:00,28.08,37230,7.95,94.6,6.49,12.3,4.9
1628,6491,4/12/2013 22:00,27.72,41340,7.97,92.7,6.29,12.6,5.1
1632,6495,5/12/2013 0:00,27.37,42130,8.02,95.2,6.48,13.6,5.2
1636,6499,5/12/2013 2:00,27.29,39780,7.97,89.6,6.16,9.1,3.9
1640,6503,5/12/2013 4:00,27.21,40460,7.92,84.3,5.8,8.9,4.3
1644,6507,5/12/2013 6:00,27.16,43830,7.87,80.6,5.47,11.4,4.3
1648,6511,5/12/2013 8:00,27.18,42310,7.86,80.8,5.51,17.5,4.2
1652,6515,5/12/2013 10:00,27.4,39890,7.94,90.4,6.2,12.2,4.3
1656,6519,5/12/2013 12:00,27.36,49870,8.03,95.8,6.32,18.9,5.4
1660,6523,5/12/2013 14:00,27.93,51690,8.05,101.2,6.57,10,4.5
1664,6527,5/12/2013 16:00,28.3,48780,8.03,102.2,6.67,14.4,6.2
1668,6531,5/12/2013 18:00,28.55,47500,7.99,100.9,6.6,10.4,5.1
1672,6535,5/12/2013 20:00,28.34,40730,7.93,93.7,6.31,8.9,3.8
1676,6539,5/12/2013 22:00,28.16,38770,7.89,87.7,5.97,10.8,3.8
1680,6543,6/12/2013 0:00,27.77,42100,7.96,91.5,6.19,11.6,4.4
1684,6547,6/12/2013 2:00,27.69,42320,7.95,89.7,6.07,9.3,3.1
1688,6551,6/12/2013 4:00,27.71,38980,7.9,83.7,5.74,9.8,3.1
1692,6555,6/12/2013 6:00,27.46,41410,7.85,79,5.39,9.5,4
1696,6559,6/12/2013 8:00,27.44,42760,7.83,77.6,5.26,9.4,3.2
1700,6563,6/12/2013 10:00,27.71,40580,7.84,80.6,5.49,11.4,3.3
1704,6567,6/12/2013 12:00,27.81,45670,7.96,93.5,6.23,16.9,4.5
1708,6571,6/12/2013 14:00,27.97,52160,8.03,99,6.41,15.7,4.4
1712,6575,6/12/2013 16:00,28.41,49980,8.01,101,6.55,10,4.6
1716,6579,6/12/2013 18:00,28.5,43570,7.98,99,6.58,9.8,4.1
1720,6583,6/12/2013 20:00,28.3,39580,7.92,93.7,6.35,11.8,2.6
1724,6587,6/12/2013 22:00,28.16,34860,7.87,86.8,6,13.5,3.9
1728,6591,7/12/2013 0:00,27.85,38020,7.89,86.4,5.93,11.4,2.9
1732,6595,7/12/2013 2:00,27.31,42880,7.92,83.2,5.65,15.4,3.5
1736,6599,7/12/2013 4:00,27.3,40600,7.88,82.9,5.68,10.1,3.3
1740,6603,7/12/2013 6:00,27.18,40130,7.83,77.9,5.36,12,2.7
1744,6607,7/12/2013 8:00,27.18,42520,7.82,77.3,5.27,12.3,2.7
1748,6611,7/12/2013 10:00,27.65,42060,7.82,79.8,5.41,20,2.9
1752,6615,7/12/2013 12:00,28.19,39680,7.91,94,6.38,12.5,3.8
1756,6619,7/12/2013 14:00,27.97,50820,8,98.4,6.41,14.6,4.4
1760,6623,7/12/2013 16:00,28.27,51250,8.01,101.8,6.58,8.5,4
1764,6627,7/12/2013 18:00,28.22,43510,7.97,98.9,6.61,8.5,4.4
1768,6631,7/12/2013 20:00,28.09,40020,7.92,93.6,6.35,10.3,3.5
1772,6635,7/12/2013 22:00,28,38450,7.87,87.8,6,12.5,3.6
1776,6639,8/12/2013 0:00,27.82,37710,7.84,83.8,5.77,22.8,3.6
1780,6643,8/12/2013 2:00,27.05,40790,7.89,86.9,5.98,11,3
1784,6647,8/12/2013 4:00,26.93,41020,7.89,85.2,5.87,12.1,2.7
1788,6651,8/12/2013 6:00,27.17,45200,7.84,80,5.4,12.4,3.6
1792,6655,8/12/2013 8:00,27.19,42650,7.81,76.8,5.23,18.4,3.1
1796,6659,8/12/2013 10:00,27.86,41650,7.83,82.5,5.58,14.2,3.3
1800,6663,8/12/2013 12:00,28.48,41750,7.86,90.5,6.06,8.9,3.4
1804,6667,8/12/2013 14:00,27.86,42080,7.94,97.2,6.57,12.5,3.8
1808,6671,8/12/2013 16:00,28.04,51120,8.01,101.8,6.61,11.3,3.5
1812,6675,8/12/2013 18:00,28.06,47780,7.97,100.2,6.59,7.7,3.6
1816,6679,8/12/2013 20:00,28.1,39470,7.93,96.1,6.53,9.2,3.6
1820,6683,8/12/2013 22:00,28.14,36670,7.88,91,6.25,9.9,4.2
1824,6687,9/12/2013 0:00,28.07,36280,7.84,85.4,5.88,14.6,4
1828,6691,9/12/2013 2:00,27.81,38090,7.86,85.8,5.89,13.6,3.1
1832,6695,9/12/2013 4:00,26.94,41120,7.9,86.7,5.97,11.5,2.9
1836,6699,9/12/2013 6:00,26.95,42030,7.86,82.7,5.67,9.5,3.3
1840,6703,9/12/2013 8:00,27.27,43620,7.83,80.3,5.44,10.7,3.2
1844,6707,9/12/2013 10:00,27.77,42060,7.83,81.9,5.54,11.2,2.4
1848,6711,9/12/2013 12:00,28.67,41830,7.85,90.4,6.03,20.5,3
1852,6715,9/12/2013 14:00,29.29,38130,7.92,101.3,6.79,8.9,3.3
1856,6719,9/12/2013 16:00,28.26,48430,7.99,102.2,6.68,9.2,3.2
1860,6723,9/12/2013 18:00,28.24,45430,7.98,101.9,6.75,7.1,4
1864,6727,9/12/2013 20:00,28.41,39800,7.94,97.6,6.59,8,3
1868,6731,9/12/2013 22:00,28.66,39100,7.89,92.7,6.25,8.4,2.9
1872,6735,10/12/2013 0:00,28.46,37410,7.85,86.9,5.92,12.3,3.7
1876,6739,10/12/2013 2:00,28.26,37460,7.83,83.8,5.72,22.3,4.1
1880,6743,10/12/2013 4:00,27.42,40780,7.87,85.7,5.86,8,2.4
1884,6747,10/12/2013 6:00,27.08,47730,7.9,86.5,5.78,17.4,3
1888,6751,10/12/2013 8:00,27.47,42950,7.87,83.7,5.67,9.7,3.2
1892,6755,10/12/2013 10:00,27.97,42990,7.85,84.1,5.65,11.6,3
1896,6759,10/12/2013 12:00,29.09,42310,7.86,92.5,6.12,13,3.4
1900,6763,10/12/2013 14:00,29.54,40720,7.88,96.6,6.38,11.3,3
1904,6767,10/12/2013 16:00,29.45,43460,7.94,102.5,6.71,8.2,3.2
1908,6771,10/12/2013 18:00,28.73,50340,7.97,102.3,6.59,12.2,3.3
1912,6775,10/12/2013 20:00,28.85,40860,7.94,98.7,6.59,8.2,3.4
1916,6779,10/12/2013 22:00,29.06,41040,7.9,94.4,6.27,9.2,2.6
1920,6783,11/12/2013 0:00,28.95,39240,7.85,88.4,5.93,9.9,3.2
1924,6787,11/12/2013 2:00,28.73,36730,7.8,84.3,5.73,17.8,3.1
1928,6791,11/12/2013 4:00,28.44,38860,7.84,84.9,5.75,12.2,3
1932,6795,11/12/2013 6:00,27.89,47760,7.89,88.7,5.85,9.5,2
1936,6799,11/12/2013 8:00,28,47480,7.89,87.8,5.79,10.2,2
1940,6803,11/12/2013 10:00,28.39,46100,7.85,86.5,5.7,10.2,2
1944,6807,11/12/2013 12:00,29.31,44020,7.84,91.5,5.99,12.8,2.9
1948,6811,11/12/2013 14:00,30.45,42840,7.83,100.2,6.47,22.5,2.2
1952,6815,11/12/2013 16:00,30.48,42590,7.89,101.9,6.58,11,3.3
1956,6819,11/12/2013 18:00,29.42,47520,7.92,101.3,6.53,10.4,3
1960,6823,11/12/2013 20:00,29.4,40600,7.91,100.3,6.64,10.9,2.6
1964,6827,11/12/2013 22:00,29.66,37610,7.86,94.8,6.33,11.1,2.9
1968,6831,12/12/2013 0:00,29.44,44640,7.8,88.3,5.75,11.7,3.3
1972,6835,12/12/2013 2:00,29.43,43340,7.76,84.9,5.56,16.8,3.2
1976,6839,12/12/2013 4:00,29.3,43170,7.66,82.7,5.43,23.5,3.4
1980,6843,12/12/2013 6:00,28.86,41520,7.84,85.9,5.72,12.3,2
1984,6847,12/12/2013 8:00,28.32,49130,7.77,87.1,5.68,9.5,2.3
1988,6851,12/12/2013 10:00,28.41,43240,7.85,85.6,5.7,11.3,2.5
1992,6855,12/12/2013 12:00,28.53,44900,7.81,82.5,5.45,11.1,3.3
1996,6859,12/12/2013 14:00,28.6,43000,7.78,82.7,5.5,11.4,4.1
2000,6863,12/12/2013 16:00,28.45,42760,7.71,81.8,5.46,17.1,3.8
2004,6867,12/12/2013 18:00,27.94,41760,7.82,82.5,5.57,12.8,2.6
2008,6871,12/12/2013 20:00,27.75,39900,7.75,84.3,5.75,13.1,2.5
2012,6875,12/12/2013 22:00,27.62,44890,7.82,79.9,5.36,13.9,2.2
2016,6879,13/12/2013 0:00,27.69,43490,7.78,75.8,5.1,13.9,2.4
2020,6883,13/12/2013 2:00,27.49,41760,7.75,72.7,4.95,10.2,2.7
2024,6887,13/12/2013 4:00,27.29,40900,7.69,70.5,4.83,12.6,3.9
2028,6891,13/12/2013 6:00,27.03,41480,7.78,72.9,5,9.6,2.3
2032,6895,13/12/2013 8:00,26.93,37670,7.87,80.1,5.59,9.3,2.2
2036,6899,13/12/2013 10:00,27.33,47890,7.85,82.1,5.46,7.3,2.1
2040,6903,13/12/2013 12:00,28.18,46080,7.84,86.3,5.7,6.6,2.4
2044,6907,13/12/2013 14:00,29.04,44060,7.82,90.2,5.93,7.3,2.6
2048,6911,13/12/2013 16:00,29.59,42570,7.81,97.5,6.39,8.2,4.6
2052,6915,13/12/2013 18:00,29.13,44330,7.85,94,6.16,9.9,4.2
2056,6919,13/12/2013 20:00,28.92,47290,7.88,96.1,6.25,6.2,3.8
2060,6923,13/12/2013 22:00,28.84,46610,7.87,95.1,6.21,5.4,3.1
2064,6927,14/12/2013 0:00,28.64,45000,7.82,88.2,5.81,6.5,5.3
2068,6931,14/12/2013 2:00,28.33,42810,7.79,82.6,5.52,6.7,3.6
2072,6935,14/12/2013 4:00,28.19,41600,7.77,82.6,5.56,7.9,4.3
2076,6939,14/12/2013 6:00,28.09,40580,7.78,80,5.41,6.1,3.3
2080,6943,14/12/2013 8:00,28.07,47670,7.86,87.3,5.75,9.9,3.1
2084,6947,14/12/2013 10:00,28.06,50080,7.81,89.1,5.81,5.4,3.6
2088,6951,14/12/2013 12:00,28.91,47700,7.86,94.2,6.12,4.7,2.9
2092,6955,14/12/2013 14:00,29.62,45760,7.85,101.1,6.54,5.4,4.2
2096,6959,14/12/2013 16:00,30.01,43760,7.86,106.6,6.91,6.7,5.5
2100,6963,14/12/2013 18:00,29.8,43350,7.86,108,7.03,8.7,6.4
2104,6967,14/12/2013 20:00,29.4,46510,7.9,103.5,6.7,6.4,4.6
2108,6971,14/12/2013 22:00,29.21,48070,7.78,101.9,6.57,7.5,3.6
2112,6975,15/12/2013 0:00,29.08,45940,7.86,97.1,6.33,6.3,4.6
2116,6979,15/12/2013 2:00,28.93,43830,7.8,89.7,5.91,7.9,4.1
2120,6983,15/12/2013 4:00,28.68,42250,7.78,86.8,5.78,8.6,4.7
2124,6987,15/12/2013 6:00,28.53,42090,7.68,82.7,5.52,9.9,3.8
2128,6991,15/12/2013 8:00,28.45,40200,7.86,90.2,6.08,8.6,2.9
2132,6995,15/12/2013 10:00,28.37,50740,7.88,93.9,6.07,6.6,2.9
2136,6999,15/12/2013 12:00,29.22,49080,7.9,98.8,6.35,4.5,2.9
2140,7003,15/12/2013 14:00,29.98,47300,7.88,103.2,6.6,5.5,3.1
2144,7007,15/12/2013 16:00,30.37,45030,7.86,105.9,6.79,6.1,3.8
2148,7011,15/12/2013 18:00,30.36,43410,7.73,106.4,6.87,11.6,4.5
2152,7015,15/12/2013 20:00,29.66,45580,7.85,99.7,6.45,7.9,4.2
2156,7019,15/12/2013 22:00,29.35,48500,7.85,99.9,6.42,7.3,4.6
2160,7023,16/12/2013 0:00,29.24,46210,7.85,94.9,6.17,7.1,3.4
2164,7027,16/12/2013 2:00,29.17,44450,7.8,89.9,5.89,7.4,3.5
2168,7031,16/12/2013 4:00,28.86,42740,7.77,85.5,5.66,9.8,3.5
2172,7035,16/12/2013 6:00,28.56,41680,7.69,82.5,5.52,12.8,3.9
2176,7039,16/12/2013 8:00,28.59,40050,7.82,85.2,5.73,7.7,2.8
2180,7043,16/12/2013 10:00,28.61,41670,7.91,92.9,6.21,9.1,2.8
2184,7047,16/12/2013 12:00,29.08,50350,7.89,96,6.15,4.5,2.6
2188,7051,16/12/2013 14:00,29.77,48690,7.88,99.6,6.35,4.7,3.7
2192,7055,16/12/2013 16:00,30.27,46200,7.84,101,6.45,5.7,3.8
2196,7059,16/12/2013 18:00,30.27,44170,7.8,101.4,6.53,6.7,4.5
2200,7063,16/12/2013 20:00,29.82,44560,7.81,98.6,6.38,7.5,3.6
2204,7067,16/12/2013 22:00,29.26,48350,7.85,96.1,6.19,7,3.3
2208,7071,17/12/2013 0:00,29.08,47660,7.83,93.9,6.08,7.2,5.6
2212,7075,17/12/2013 2:00,28.94,45170,7.79,89,5.83,8,3.9
2216,7079,17/12/2013 4:00,28.78,43200,7.74,84.1,5.57,9.5,6.1
2220,7083,17/12/2013 6:00,28.54,41970,7.71,81.5,5.44,11.4,4.5
2224,7087,17/12/2013 8:00,28.52,37310,7.74,82.7,5.63,8.8,2.4
2228,7091,17/12/2013 10:00,28.45,42010,7.86,91.2,6.1,11.6,3.7
2232,7095,17/12/2013 12:00,28.57,51620,7.81,94.1,6.04,8.1,3.6
2236,7099,17/12/2013 14:00,29.16,49290,7.86,97.4,6.26,5.5,3.7
2240,7103,17/12/2013 16:00,29.17,47070,7.81,94.9,6.15,6.5,4.6
2244,7107,17/12/2013 18:00,29.06,44740,7.77,94.4,6.19,8.4,5.2
2248,7111,17/12/2013 20:00,28.73,44230,7.72,91,6,11.1,4.4
2252,7115,17/12/2013 22:00,28.13,47110,7.79,91,6,9.2,3.5
2256,7119,18/12/2013 0:00,27.91,47290,7.79,90.2,5.96,9.4,3.2
2260,7123,18/12/2013 2:00,28.01,45710,7.76,85.2,5.66,10,3.7
2264,7127,18/12/2013 4:00,27.83,43580,7.74,80.4,5.4,11.7,3.7
2268,7131,18/12/2013 6:00,27.69,42280,7.7,77.8,5.27,14.9,4
2272,7135,18/12/2013 8:00,27.77,41980,7.72,79.8,5.4,10,4.5
2276,7139,18/12/2013 10:00,27.62,41400,7.84,87.8,5.97,12.1,4.5
2280,7143,18/12/2013 12:00,27.55,51460,7.84,91.2,5.97,6.1,3.2
2284,7147,18/12/2013 14:00,28.12,49120,7.86,91.3,5.97,3.3,2.4
2288,7151,18/12/2013 16:00,28.36,47200,7.85,92.9,6.1,4.2,3
2292,7155,18/12/2013 18:00,28.39,44920,7.83,93.6,6.19,4.7,4.7
2296,7159,18/12/2013 20:00,28.12,43650,7.79,90.1,6.02,4.9,4.1
2300,7163,18/12/2013 22:00,27.46,45820,7.75,88.1,5.9,5,2.9
2304,7167,19/12/2013 0:00,27.02,47720,7.75,88.1,5.9,3.6,2.1
2308,7171,19/12/2013 2:00,27.22,45500,7.73,84.6,5.7,4.5,1.9
2312,7175,19/12/2013 4:00,27.17,43700,7.69,80.2,5.44,4.4,2.9
2316,7179,19/12/2013 6:00,26.96,42230,7.65,77.2,5.29,5.6,3.3
2320,7183,19/12/2013 8:00,27.02,42190,7.65,77.8,5.32,4.5,3.1
2324,7187,19/12/2013 10:00,26.81,46150,7.7,86.4,5.84,7.4,1.4
2328,7191,19/12/2013 12:00,26.87,51040,7.78,93,6.16,7.6,1.5
2332,7195,19/12/2013 14:00,27.6,50250,7.82,97.4,6.39,3.1,1.9
2336,7199,19/12/2013 16:00,27.88,48570,7.82,98.3,6.46,4.5,2.5
2340,7203,19/12/2013 18:00,27.98,46030,7.8,97.6,6.48,4.7,3.6
2344,7207,19/12/2013 20:00,27.79,44040,7.77,93.8,6.29,5.3,4.1
2348,7211,19/12/2013 22:00,27.53,44800,7.75,92.2,6.2,3.5,3.6
2352,7215,20/12/2013 0:00,26.77,48080,7.74,90.7,6.09,3.7,2.4
2356,7219,20/12/2013 2:00,26.78,46150,7.71,87.3,5.9,4.4,3
2360,7223,20/12/2013 4:00,26.94,44370,7.69,83.1,5.65,4.7,2.9
2364,7227,20/12/2013 6:00,26.8,42570,7.66,79.5,5.45,5.9,2.9
2368,7231,20/12/2013 8:00,26.91,41700,7.65,79.4,5.46,5.6,3.1
2372,7235,20/12/2013 10:00,27.15,44710,7.71,87.8,5.94,6.3,1.6
2376,7239,20/12/2013 12:00,27.07,49730,7.78,93.6,6.21,7.5,1.9
2380,7243,20/12/2013 14:00,27.63,50320,7.83,96.8,6.35,2.7,1.3
2384,7247,20/12/2013 16:00,28.07,48700,7.84,99.6,6.53,3.6,2
2388,7251,20/12/2013 18:00,28.28,46330,7.82,98.6,6.5,4.3,3.3
2392,7255,20/12/2013 20:00,28.17,44190,7.78,94.2,6.27,5.3,3.5
2396,7259,20/12/2013 22:00,27.87,44000,7.76,90.6,6.07,4.3,3
2400,7263,21/12/2013 0:00,27.19,46830,7.74,89.2,5.98,3.5,1.5
2404,7267,21/12/2013 2:00,26.98,46150,7.73,88.5,5.97,2.2,2.2
2408,7271,21/12/2013 4:00,27.2,44710,7.72,83.9,5.67,4.8,2.7
2412,7275,21/12/2013 6:00,26.87,42820,7.66,78.8,5.39,5.5,2.5
2416,7279,21/12/2013 8:00,27.02,41850,7.67,78.3,5.37,6.3,2.6
2420,7283,21/12/2013 10:00,27.66,43480,7.72,84.7,5.71,5.6,1.2
2424,7287,21/12/2013 12:00,27.53,48150,7.77,92.3,6.12,6.7,1.7
2428,7291,21/12/2013 14:00,28,50560,7.85,97.1,6.32,3.2,1.5
2432,7295,21/12/2013 16:00,28.5,48520,7.84,98.6,6.42,3.2,1
2436,7299,21/12/2013 18:00,28.74,46430,7.83,98.6,6.45,4.1,3.3
2440,7303,21/12/2013 20:00,28.58,37390,7.79,93.4,6.35,4.9,3.5
2444,7307,21/12/2013 22:00,28.27,36050,7.72,88,6.05,4.2,3
2448,7311,22/12/2013 0:00,27.92,35470,7.76,88,6.09,3.4,2.6
2452,7315,22/12/2013 2:00,27.46,37640,7.75,86.7,6,2.5,1.6
2456,7319,22/12/2013 4:00,27.57,36390,7.72,83.1,5.77,5.1,2.5
2460,7323,22/12/2013 6:00,27.34,43190,7.68,77.9,5.28,5.2,2
2464,7327,22/12/2013 8:00,27.37,41950,7.67,76.3,5.2,5.2,2.9
2468,7331,22/12/2013 10:00,27.61,42340,7.68,79.4,5.38,3.9,2.1
2472,7335,22/12/2013 12:00,27.81,46270,7.75,90.3,6,5.8,1.6
2476,7339,22/12/2013 14:00,27.92,49990,7.82,94.7,6.19,3.9,2.5
2480,7343,22/12/2013 16:00,28.41,48410,7.83,97.4,6.36,2.8,2.6
2484,7347,22/12/2013 18:00,28.55,46540,7.81,97.1,6.37,4.1,3.4
2488,7351,22/12/2013 20:00,28.43,37270,7.77,91.9,6.27,4.7,4.3
2492,7355,22/12/2013 22:00,28.15,35030,7.73,85.7,5.92,4.7,3.6
2496,7359,23/12/2013 0:00,27.95,39510,7.73,86.2,5.87,3.6,3.2
2500,7363,23/12/2013 2:00,27.43,35240,7.73,86,6.01,2.9,2
2504,7367,23/12/2013 4:00,27.38,41680,7.71,82.6,5.63,4.9,3.1
2508,7371,23/12/2013 6:00,27.34,43530,7.67,78.2,5.29,5.1,2.2
2512,7375,23/12/2013 8:00,27.21,41900,7.64,74.6,5.1,5,2.5
2516,7379,23/12/2013 10:00,27.65,41630,7.69,80.1,5.44,3.9,2.2
2520,7383,23/12/2013 12:00,28.25,44600,7.77,92.3,6.13,5.1,2.3
2524,7387,23/12/2013 14:00,28.17,48810,7.82,95.4,6.24,4.5,1.5
2528,7391,23/12/2013 16:00,28.62,48450,7.85,98.2,6.38,2.3,1.9
2532,7395,23/12/2013 18:00,28.63,46700,7.82,98.2,6.43,3.6,3.1
2536,7399,23/12/2013 20:00,28.69,39130,7.8,95,6.41,4.3,3.6
2540,7403,23/12/2013 22:00,28.44,35590,7.75,88.2,6.05,4.4,3.9
2544,7407,24/12/2013 0:00,28.15,39750,7.72,81.8,5.55,3.7,4.3
2548,7411,24/12/2013 2:00,27.83,44900,7.73,85.9,5.74,3.1,2.7
2552,7415,24/12/2013 4:00,27.74,44310,7.73,84.9,5.69,2.3,2.1
2556,7419,24/12/2013 6:00,27.59,41150,7.69,79.4,5.41,4.9,2
2560,7423,24/12/2013 8:00,27.4,42080,7.67,74.7,5.08,5.2,1.8
2564,7427,24/12/2013 10:00,28.2,40920,7.73,80.5,5.43,4.2,2.7
2568,7431,24/12/2013 12:00,29.17,42680,7.79,90.2,5.95,3.6,2.3
2572,7435,24/12/2013 14:00,29.1,46230,7.84,98.1,6.39,4.7,1.4
2576,7439,24/12/2013 16:00,29.29,48450,7.9,100.7,6.48,3,1.7
2580,7443,24/12/2013 18:00,29.53,46070,7.87,101.4,6.56,3.5,3
2584,7447,24/12/2013 20:00,29.58,36450,7.86,98.7,6.62,4.2,3.3
