,Unnamed: 0,TIMESTAMP,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL
268,5131,6/11/2013 14:00,25.73,51360,7.97,101.5,6.84,5.4,2.7
272,5135,6/11/2013 16:00,26.11,49780,7.98,105.2,7.09,6.6,3
276,5139,6/11/2013 18:00,26.16,46650,7.96,105.6,7.21,5.7,4
280,5143,6/11/2013 20:00,26.09,44420,7.91,100,6.89,6.3,4.1
284,5147,6/11/2013 22:00,25.75,43820,7.88,95.9,6.66,5.6,3.5
288,5151,7/11/2013 0:00,25.24,47930,7.92,95.9,6.61,6.9,3.4
292,5155,7/11/2013 2:00,25.08,47890,7.92,94.5,6.53,5.1,3.5
296,5159,7/11/2013 4:00,25.07,45700,7.89,90.6,6.32,5.3,3.3
300,5163,7/11/2013 6:00,24.89,43110,7.83,85.8,6.07,4.9,3.7
304,5167,7/11/2013 8:00,25.01,41820,7.81,86,6.1,6,3.5
308,5171,7/11/2013 10:00,25.56,42030,7.83,90.4,6.35,5.3,2.7
312,5175,7/11/2013 12:00,25.55,48160,7.93,98.8,6.77,9.4,3.3
316,5179,7/11/2013 14:00,25.87,51720,7.97,102.1,6.85,6,2.7
320,5183,7/11/2013 16:00,26.22,50300,7.97,105.9,7.11,5.9,3.1
324,5187,7/11/2013 18:00,26.28,47900,7.95,105.6,7.15,6.2,3
328,5191,7/11/2013 20:00,26.37,44980,7.91,101.1,6.92,5.9,3.5
332,5195,7/11/2013 22:00,26.15,43270,7.86,95.6,6.61,5.4,3.8
336,5199,8/11/2013 0:00,25.81,44980,7.88,94.4,6.52,5.7,3.6
340,5203,8/11/2013 2:00,25.26,48110,7.9,94,6.47,5.8,3.2
344,5207,8/11/2013 4:00,25.24,45170,7.87,90.3,6.3,4.4,3.3
348,5211,8/11/2013 6:00,25.16,43400,7.83,86.2,6.06,4.9,3
352,5215,8/11/2013 8:00,25.23,41800,7.8,85.2,6.02,5.6,3.2
356,5219,8/11/2013 10:00,25.75,41220,7.79,88.4,6.21,8,3.1
360,5223,8/11/2013 12:00,26.6,44780,7.9,103.4,7.06,7.6,2.8
364,5227,8/11/2013 14:00,26.22,50120,7.95,104,6.99,8.6,2.6
368,5231,8/11/2013 16:00,26.5,50180,7.96,107.4,7.18,5.9,3.3
372,5235,8/11/2013 18:00,26.56,48250,7.95,107.3,7.22,6.6,3.7
376,5239,8/11/2013 20:00,26.58,45470,7.91,103,7.01,6.2,3.6
380,5243,8/11/2013 22:00,26.51,43440,7.85,97.2,6.68,5.8,4.2
384,5247,9/11/2013 0:00,26.27,42610,7.69,91.3,6.32,7.9,3.7
388,5251,9/11/2013 2:00,25.67,45570,7.87,93.1,6.43,6.4,3.2
392,5255,9/11/2013 4:00,25.43,45210,7.86,91.6,6.36,5,3.6
396,5259,9/11/2013 6:00,25.49,43800,7.82,88.1,6.15,5.4,3.3
400,5263,9/11/2013 8:00,25.43,41950,7.79,84.7,5.97,6,3.3
404,5267,9/11/2013 10:00,26.33,40730,7.79,90.5,6.31,7.4,2.4
408,5271,9/11/2013 12:00,27.07,41850,7.82,96.6,6.62,6.8,2.9
412,5275,9/11/2013 14:00,26.62,46870,7.91,103.3,6.98,9.3,3.6
416,5279,9/11/2013 16:00,26.87,50760,7.94,106.7,7.07,7.1,4
420,5283,9/11/2013 18:00,26.7,48800,7.93,106.3,7.12,6,3.7
424,5287,9/11/2013 20:00,26.75,46570,7.9,101.8,6.88,6.4,3.3
428,5291,9/11/2013 22:00,26.94,44260,7.85,97.4,6.62,5.7,3.2
432,5295,10/11/2013 0:00,26.75,42660,7.8,92.5,6.35,6.3,3.1
436,5299,10/11/2013 2:00,26.55,43060,7.8,91.9,6.32,5.5,2.4
440,5303,10/11/2013 4:00,25.78,46300,7.84,91.2,6.27,5.9,2.8
444,5307,10/11/2013 6:00,25.77,44600,7.82,88,6.09,5.3,2.2
448,5311,10/11/2013 8:00,26.15,43060,7.78,86.2,5.96,5.7,2.5
452,5315,10/11/2013 10:00,26.48,41180,7.76,88,6.1,6.1,2.3
456,5319,10/11/2013 12:00,27.79,40340,7.74,96.9,6.6,8,2.5
460,5323,10/11/2013 14:00,28.36,43300,7.85,104,6.93,8.1,2.6
464,5327,10/11/2013 16:00,27.27,47720,7.9,102.7,6.85,10.8,2.3
468,5331,10/11/2013 18:00,27.26,50030,7.89,103.5,6.84,7.5,3.1
472,5335,10/11/2013 20:00,27.07,47030,7.88,99.5,6.68,5.2,2.3
476,5339,10/11/2013 22:00,27.55,44730,7.84,96.1,6.46,5.3,1.9
480,5343,11/11/2013 0:00,27.44,42930,7.79,91.6,6.21,5,2.7
484,5347,11/11/2013 2:00,27.2,41790,7.71,87.7,5.99,6.9,3.2
488,5351,11/11/2013 4:00,26.93,43590,7.79,88.1,6.01,6.1,2.7
492,5355,11/11/2013 6:00,26.34,45920,7.78,88,6.01,5.9,2.2
496,5359,11/11/2013 8:00,26.72,43650,7.78,85.9,5.88,5.2,2.2
500,5363,11/11/2013 10:00,27.18,42340,7.77,88.4,6.03,5.5,2.2
504,5367,11/11/2013 12:00,28.01,40610,7.76,94.9,6.43,8.1,2.2
508,5371,11/11/2013 14:00,28.77,40390,7.69,101.1,6.77,8.7,2.9
512,5375,11/11/2013 16:00,29.08,44260,7.87,110,7.22,7.6,2.9
516,5379,11/11/2013 18:00,27.72,48360,7.9,106.3,7.01,8.3,3.5
520,5383,11/11/2013 20:00,27.63,47060,7.88,103.2,6.86,6.3,3.4
524,5387,11/11/2013 22:00,28.05,44860,7.84,99.6,6.64,5.4,2.9
528,5391,12/11/2013 0:00,27.99,42970,7.78,93,6.24,5.8,2.7
532,5395,12/11/2013 2:00,27.67,41450,7.73,88.6,6.02,6.9,3.5
536,5399,12/11/2013 4:00,27.58,41620,7.71,87.4,5.94,8.7,3.5
540,5403,12/11/2013 6:00,27.13,45110,7.8,89.5,6.04,7.5,2.7
544,5407,12/11/2013 8:00,27.09,44680,7.78,89.6,6.07,6.9,2.9
548,5411,12/11/2013 10:00,27.56,43540,7.79,90.7,6.12,4.4,1.8
552,5415,12/11/2013 12:00,28.35,41980,7.77,96.5,6.47,4.9,2.3
556,5419,12/11/2013 14:00,29.24,40610,7.79,103.7,6.89,5.1,2.9
560,5423,12/11/2013 16:00,29.22,42100,7.82,104.1,6.87,5,3
564,5427,12/11/2013 18:00,28.75,46090,7.89,109.1,7.15,7,3.6
568,5431,12/11/2013 20:00,28.15,48630,7.73,105.6,6.91,7.3,3.9
572,5435,12/11/2013 22:00,28.38,46060,7.86,103,6.78,4.1,2.7
576,5439,13/11/2013 0:00,28.47,44140,7.81,96.2,6.38,4.1,3.2
580,5443,13/11/2013 2:00,28.22,42570,7.74,90.3,6.05,4.9,3.2
584,5447,13/11/2013 4:00,28,41250,7.64,86.6,5.85,5.7,3.4
588,5451,13/11/2013 6:00,27.7,43980,7.78,88.4,5.94,5.2,2.5
592,5455,13/11/2013 8:00,27.53,47580,7.82,93,6.18,5.1,2.9
596,5459,13/11/2013 10:00,27.76,45750,7.82,93.8,6.25,4,2.5
600,5463,13/11/2013 12:00,28.61,44210,7.81,97.9,6.48,4.4,2.9
604,5467,13/11/2013 14:00,29.54,42150,7.78,103.9,6.83,4.7,2.5
608,5471,13/11/2013 16:00,29.65,41500,7.65,102.7,6.75,7.4,2.5
612,5475,13/11/2013 18:00,29.36,44480,7.82,104.6,6.83,5.5,3.2
616,5479,13/11/2013 20:00,28.62,48230,7.85,103.4,6.73,7.3,3.1
620,5483,13/11/2013 22:00,28.67,47170,7.84,100.4,6.56,4.3,2.9
624,5487,14/11/2013 0:00,28.8,45370,7.8,95.6,6.28,4.3,2.1
628,5491,14/11/2013 2:00,28.53,43260,7.73,89.5,5.95,4.4,2.6
632,5495,14/11/2013 4:00,28.37,41850,7.67,85.8,5.75,5,2.8
636,5499,14/11/2013 6:00,28.25,42700,7.75,86.6,5.8,4.8,2.5
640,5503,14/11/2013 8:00,27.98,47400,7.84,91.3,6.02,7.6,2.4
644,5507,14/11/2013 10:00,28,47490,7.83,91.5,6.03,4.7,3
648,5511,14/11/2013 12:00,28,45620,7.8,90.2,6,4.4,2.7
652,5515,14/11/2013 14:00,27.92,43270,7.75,87.8,5.89,4.8,3.6
656,5519,14/11/2013 16:00,27.98,41680,7.73,88.3,5.96,5,3.7
660,5523,14/11/2013 18:00,27.88,41910,7.75,87.6,5.92,4.9,3.6
664,5527,14/11/2013 20:00,27.5,46270,7.84,91.6,6.12,6.3,3.3
668,5531,14/11/2013 22:00,27.15,46000,7.84,91.1,6.13,4,3
672,5535,15/11/2013 0:00,27.14,44650,7.82,87.3,5.9,1289,2.7
676,5539,15/11/2013 2:00,26.99,42460,7.76,81.9,5.6,1288,3
680,5543,15/11/2013 4:00,26.86,41030,7.73,78.3,5.4,1287,3
684,5547,15/11/2013 6:00,26.83,40920,7.66,78,5.39,5.7,3.1
688,5551,15/11/2013 8:00,26.5,45330,7.83,84,5.73,7.7,2.6
692,5555,15/11/2013 10:00,26.86,48510,7.76,87.2,5.84,7.2,2.5
696,5559,15/11/2013 12:00,27.59,45970,7.84,92.3,6.16,4.9,2.7
700,5563,15/11/2013 14:00,28.28,44030,7.82,97.5,6.49,5.1,2.7
704,5567,15/11/2013 16:00,28.76,42130,7.81,103.1,6.86,5.8,4.1
708,5571,15/11/2013 18:00,28.5,41270,7.69,101.9,6.83,6.8,5.3
712,5575,15/11/2013 20:00,28.26,45200,7.85,100.3,6.65,6.4,4.4
716,5579,15/11/2013 22:00,28.07,47710,7.79,99.3,6.53,6.5,3.6
720,5583,16/11/2013 0:00,27.98,45440,7.84,95.3,6.34,4.7,3.8
724,5587,16/11/2013 2:00,27.76,43450,7.78,89.2,6,4.8,4.4
728,5591,16/11/2013 4:00,27.58,41670,7.74,84.6,5.75,5.1,4.7
732,5595,16/11/2013 6:00,27.41,40560,7.61,81.4,5.57,6.6,3.1
736,5599,16/11/2013 8:00,27.3,44390,7.81,86,5.81,6.8,3.2
740,5603,16/11/2013 10:00,27.49,49290,7.88,91.9,6.07,9.4,2.9
744,5607,16/11/2013 12:00,28.27,47760,7.87,98.4,6.45,5.5,3.6
748,5611,16/11/2013 14:00,28.83,45680,7.85,102.7,6.73,5.1,3.7
752,5615,16/11/2013 16:00,28.87,43470,7.85,103.9,6.86,5.4,4.1
756,5619,16/11/2013 18:00,28.6,42140,7.8,102,6.81,6.4,4
760,5623,16/11/2013 20:00,28.38,44180,7.83,97.8,6.49,6.7,3.8
764,5627,16/11/2013 22:00,28.31,47830,7.88,100.2,6.56,6.9,2.8
768,5631,17/11/2013 0:00,28,46190,7.85,95.5,6.33,3.8,2.7
772,5635,17/11/2013 2:00,27.88,44200,7.82,90,6.03,3.9,3.7
776,5639,17/11/2013 4:00,27.67,42260,7.77,85.4,5.78,3.9,3.1
780,5643,17/11/2013 6:00,27.56,40970,7.73,82.9,5.65,4.5,3.1
784,5647,17/11/2013 8:00,27.61,43200,7.79,85.5,5.77,6.5,2.9
788,5651,17/11/2013 10:00,27.8,48730,7.89,92.1,6.07,11.6,3.2
792,5655,17/11/2013 12:00,28.3,48820,7.88,96.1,6.27,5.1,3
796,5659,17/11/2013 14:00,28.67,46970,7.88,100.9,6.6,4.4,3.2
800,5663,17/11/2013 16:00,28.5,44590,7.85,98.2,6.5,5,3.6
804,5667,17/11/2013 18:00,28.23,42640,7.81,94.3,6.31,4.4,3.5
808,5671,17/11/2013 20:00,27.69,42250,7.64,90.3,6.11,3.7,3.5
812,5675,17/11/2013 22:00,27.65,45630,7.85,91.4,6.11,5.3,2.9
816,5679,18/11/2013 0:00,27.39,45020,7.84,89.7,6.04,3.6,2.5
820,5683,18/11/2013 2:00,27.33,43310,7.79,85,5.76,4,2.3
824,5687,18/11/2013 4:00,26.97,41200,7.75,80.7,5.55,4.2,2.8
828,5691,18/11/2013 6:00,26.79,40130,7.71,78.7,5.46,4.6,3.4
832,5695,18/11/2013 8:00,26.86,40560,7.72,79.2,5.47,4.3,3.7
836,5699,18/11/2013 10:00,26.98,46530,7.85,86.2,5.8,13.4,3.7
840,5703,18/11/2013 12:00,27.07,49460,7.82,88.1,5.85,6.8,4.2
844,5707,18/11/2013 14:00,27.66,46950,7.88,93.9,6.24,5,3.7
848,5711,18/11/2013 16:00,28.07,44580,7.87,99.3,6.61,4.8,4.3
852,5715,18/11/2013 18:00,28.02,42560,7.85,101.3,6.81,5.1,5
856,5719,18/11/2013 20:00,27.62,41550,7.72,92.8,6.3,4.6,4.8
860,5723,18/11/2013 22:00,27.37,44430,7.85,91.8,6.19,7.2,3.5
864,5727,19/11/2013 0:00,27.19,46170,7.79,91.3,6.13,4.7,3.2
868,5731,19/11/2013 2:00,27.08,43690,7.83,87.3,5.94,4,3.4
872,5735,19/11/2013 4:00,26.92,41970,7.79,83.8,5.75,4.4,3.8
876,5739,19/11/2013 6:00,26.61,40380,7.77,81.5,5.66,5.2,4.3
880,5743,19/11/2013 8:00,26.81,39770,7.68,82.6,5.73,5.6,4.1
884,5747,19/11/2013 10:00,27.22,44620,7.86,90.9,6.14,9.4,3.9
888,5751,19/11/2013 12:00,27.56,49190,7.92,95.7,6.32,8.6,3.6
892,5755,19/11/2013 14:00,28.21,47280,7.92,100.9,6.64,4.6,3.2
896,5759,19/11/2013 16:00,28.63,45380,7.9,104.3,6.87,4.9,4.2
900,5763,19/11/2013 18:00,28.74,43060,7.9,106.4,7.05,5.7,4.5
904,5767,19/11/2013 20:00,28.37,41440,7.88,102.2,6.86,6.4,4.6
908,5771,19/11/2013 22:00,28.29,42550,7.87,98.2,6.57,4.7,4.6
912,5775,20/11/2013 0:00,27.9,45660,7.85,93.9,6.25,6,4.2
916,5779,20/11/2013 2:00,27.84,43250,7.85,90.6,6.1,5.2,3.2
920,5783,20/11/2013 4:00,27.7,41810,7.81,86.5,5.87,4.9,4.1
924,5787,20/11/2013 6:00,27.53,40140,7.79,84.2,5.76,5.5,5.2
928,5791,20/11/2013 8:00,27.52,39410,7.73,85.3,5.85,6.4,4.8
932,5795,20/11/2013 10:00,28.16,42650,7.86,94,6.31,9.8,3.8
936,5799,20/11/2013 12:00,28.49,47930,7.92,98.1,6.4,11.3,3.9
940,5803,20/11/2013 14:00,28.91,48330,7.94,103.4,6.69,4.9,4.2
944,5807,20/11/2013 16:00,29.1,46400,7.93,104.5,6.8,5.5,4
948,5811,20/11/2013 18:00,29.13,43880,7.91,103.9,6.83,5.6,3.9
952,5815,20/11/2013 20:00,28.95,42030,7.88,100.7,6.69,6,5.4
956,5819,20/11/2013 22:00,28.58,42000,7.87,97.1,6.49,5.4,4.1
960,5823,21/11/2013 0:00,28.17,45560,7.89,93.2,6.17,6,3
964,5827,21/11/2013 2:00,28.04,44430,7.87,91.5,6.11,4.2,3.5
968,5831,21/11/2013 4:00,28.17,42710,7.84,86.9,5.82,5.3,3.9
972,5835,21/11/2013 6:00,27.9,40930,7.8,82.5,5.59,6.9,4.5
976,5839,21/11/2013 8:00,27.96,40030,7.77,83.8,5.7,6.9,5.1
980,5843,21/11/2013 10:00,28.54,42100,7.87,94.1,6.29,8.8,4
984,5847,21/11/2013 12:00,28.48,46810,7.93,97.7,6.41,11.8,4.7
988,5851,21/11/2013 14:00,28.81,49310,7.95,103.6,6.69,6.9,3.4
992,5855,21/11/2013 16:00,29.19,46740,7.96,106.6,6.92,5.9,3.7
996,5859,21/11/2013 18:00,29.12,44500,7.94,104.8,6.87,6.1,4.7
1000,5863,21/11/2013 20:00,28.89,42450,7.9,99.8,6.62,7.6,4.1
1004,5867,21/11/2013 22:00,28.72,41590,7.77,85.2,5.69,8.4,4.6
1008,5871,22/11/2013 0:00,28.45,43690,7.89,93.5,6.21,6.6,4
1012,5875,22/11/2013 2:00,28.37,43580,7.87,92,6.13,5,3.5
1016,5879,22/11/2013 4:00,28.31,42370,7.85,87,5.83,5.4,4.4
1020,5883,22/11/2013 6:00,28.07,40850,7.8,81.8,5.53,7.9,5.4
1024,5887,22/11/2013 8:00,28.1,39750,7.79,83,5.64,9,5.3
1028,5891,22/11/2013 10:00,28.14,40440,7.83,85.1,5.76,6,6
1032,5895,22/11/2013 12:00,28.18,44910,7.91,95.1,6.32,9,4.9
1036,5899,22/11/2013 14:00,28.43,48440,7.96,99.6,6.49,7.6,5.1
1040,5903,22/11/2013 16:00,28.54,46520,7.96,103,6.76,6.2,5.7
1044,5907,22/11/2013 18:00,28.49,44700,7.94,102,6.75,6.8,4.6
1048,5911,22/11/2013 20:00,28.33,42640,7.91,97.3,6.51,7.3,5.3
1052,5915,22/11/2013 22:00,28.23,41420,7.85,91.7,6.17,9.3,4.7
1056,5919,23/11/2013 0:00,28.12,41880,7.87,92.2,6.21,5.6,5.1
1060,5923,23/11/2013 2:00,27.49,42830,7.89,91.7,6.21,7.4,4
1064,5927,23/11/2013 4:00,27.66,41350,7.87,87,5.91,6.7,4.5
1068,5931,23/11/2013 6:00,27.48,40020,7.84,82.5,5.65,7.8,5.9
1072,5935,23/11/2013 8:00,27.51,38730,7.84,83.6,5.75,11.4,6.6
1076,5939,23/11/2013 10:00,28.09,38740,7.82,89.1,6.07,12.2,5.5
1080,5943,23/11/2013 12:00,28.69,42150,7.94,104.9,6.99,10.4,5.4
1084,5947,23/11/2013 14:00,28.34,46300,7.98,101.9,6.71,10.7,4.3
1088,5951,23/11/2013 16:00,28.44,45930,7.99,106.1,6.99,6.3,5.2
1092,5955,23/11/2013 18:00,28.59,43730,7.98,107,7.09,6.4,6.2
1096,5959,23/11/2013 20:00,28.71,41790,7.95,103.7,6.92,8.3,5.1
1100,5963,23/11/2013 22:00,28.5,40380,7.91,97.1,6.53,7.1,6.2
1104,5967,24/11/2013 0:00,28.25,40200,7.83,91.4,6.18,10.7,6.5
1108,5971,24/11/2013 2:00,28.14,41970,7.89,92.7,6.23,7.4,5.2
1112,5975,24/11/2013 4:00,28,41270,7.89,91.6,6.19,6.8,5.8
1116,5979,24/11/2013 6:00,27.82,40180,7.84,83.1,5.66,8.3,5.6
1120,5983,24/11/2013 8:00,27.96,38830,7.86,86.3,5.89,8.4,6.9
1124,5987,24/11/2013 10:00,28.67,38150,7.89,96.1,6.5,10.4,7.1
1128,5991,24/11/2013 12:00,29.36,40160,7.95,106.9,7.1,9.3,5.4
1132,5995,24/11/2013 14:00,28.84,43870,8,107.7,7.1,9.9,5.5
1136,5999,24/11/2013 16:00,29.27,46270,8.02,112.4,7.3,8.1,6.9
1140,6003,24/11/2013 18:00,29.35,43660,8.03,113.4,7.43,7.9,6.6
1144,6007,24/11/2013 20:00,29.45,42050,8,109.3,7.19,9,6
1148,6011,24/11/2013 22:00,29.37,40470,7.96,103.5,6.86,8,7.3
1152,6015,25/11/2013 0:00,29.15,39560,7.91,96.3,6.43,9,6.3
1156,6019,25/11/2013 2:00,28.89,40410,7.92,95.1,6.35,7.9,5.8
1160,6023,25/11/2013 4:00,28.42,41750,7.92,93.4,6.26,11.1,5.5
1164,6027,25/11/2013 6:00,28.49,40690,7.91,90.3,6.07,8,6.6
1168,6031,25/11/2013 8:00,28.43,39620,7.86,85.2,5.75,11.6,6.6
1172,6035,25/11/2013 10:00,29.02,38540,7.89,92.9,6.24,12.8,6.2
1176,6039,25/11/2013 12:00,31.1,38520,7.93,108.9,7.07,11.4,4.9
1180,6043,25/11/2013 14:00,30.96,41640,8.05,124,7.98,11.6,5.2
1184,6047,25/11/2013 16:00,29.91,45560,8.07,118.1,7.61,11.5,8.3
1188,6051,25/11/2013 18:00,30.01,44900,8.07,118.3,7.63,9.7,6.5
1192,6055,25/11/2013 20:00,30.03,43110,8.04,113,7.33,8.9,6.7
1196,6059,25/11/2013 22:00,30.14,41380,8,106.8,6.97,9,7
1200,6063,26/11/2013 0:00,29.93,40220,7.95,98.6,6.49,8.3,6.5
1204,6067,26/11/2013 2:00,29.72,40130,7.91,95.3,6.29,7.5,6.6
1208,6071,26/11/2013 4:00,29.43,42260,7.97,95.3,6.27,8.6,5.9
1212,6075,26/11/2013 6:00,29.14,42890,7.92,90.6,5.97,10.3,6.3
1216,6079,26/11/2013 8:00,29.31,41190,7.93,90.4,5.98,8,7.2
1220,6083,26/11/2013 10:00,29.47,40190,7.93,93.4,6.19,8.7,6.7
1224,6087,26/11/2013 12:00,29.83,39610,7.95,102.4,6.76,10.4,6.9
1228,6091,26/11/2013 14:00,30.39,41680,8.07,118.3,7.68,11,6.5
1232,6095,26/11/2013 16:00,29.66,45560,8.09,114.2,7.39,13,7.9
1236,6099,26/11/2013 18:00,29.23,47700,8.09,109.7,7.09,13.9,7.7
1240,6103,26/11/2013 20:00,29.16,45990,8.09,107.8,7.02,10.1,7
1244,6107,26/11/2013 22:00,29.1,43570,8.07,104.2,6.86,9.1,6.7
1248,6111,27/11/2013 0:00,29.02,41830,8.02,98.4,6.53,8.7,7.6
1252,6115,27/11/2013 2:00,28.92,40830,7.95,92.1,6.14,9.1,7.8
1256,6119,27/11/2013 4:00,28.44,42590,8.01,93.3,6.23,9.4,8
1260,6123,27/11/2013 6:00,27.72,45600,8.04,91.9,6.14,10.7,7.3
1264,6127,27/11/2013 8:00,27.8,44560,8.04,92.9,6.22,10.3,5.5
1268,6131,27/11/2013 10:00,28.37,42960,8.03,97.6,6.51,9.1,6.1
1272,6135,27/11/2013 12:00,29.31,41090,8.04,108.3,7.17,9,5.2
1276,6139,27/11/2013 14:00,30.14,40660,8.06,118.5,7.75,9.7,5
1280,6143,27/11/2013 16:00,29.92,43880,8.13,121,7.85,12.3,6.2
1284,6147,27/11/2013 18:00,28.73,47430,8.12,114.6,7.47,13.6,7.9
1288,6151,27/11/2013 20:00,28.65,46340,8.12,111.8,7.33,9.6,6.8
1292,6155,27/11/2013 22:00,28.94,44390,8.09,107.9,7.09,9.9,7
1296,6159,28/11/2013 0:00,28.84,42420,8.04,99.8,6.62,9.8,6.8
1300,6163,28/11/2013 2:00,28.84,40940,7.99,95.4,6.37,9.1,6.3
